Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov  ,BOOTCAMP,26-12-2025,19:42:36,0:08:31,0.00,109,,,,,57,,,,,,,,,,"200 push ups 
10 rounds of 20

time: 5:42 min",None,None,128,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:01,,,,,,,,,,
,00:00:02,83,,,,,,,,,
,00:00:03,82,,,,,,,,,
,00:00:04,81,,,,,,,,,
,00:00:05,80,,,,,,,,,
,00:00:06,81,,,,,,,,,
,00:00:07,81,,,,,,,,,
,00:00:08,82,,,,,,,,,
,00:00:09,83,,,,,,,,,
,00:00:10,89,,,,,,,,,
,00:00:11,90,,,,,,,,,
,00:00:12,90,,,,,,,,,
,00:00:13,90,,,,,,,,,
,00:00:14,89,,,,,,,,,
,00:00:15,87,,,,,,,,,
,00:00:16,86,,,,,,,,,
,00:00:17,84,,,,,,,,,
,00:00:18,83,,,,,,,,,
,00:00:19,83,,,,,,,,,
,00:00:20,83,,,,,,,,,
,00:00:21,83,,,,,,,,,
,00:00:22,83,,,,,,,,,
,00:00:23,83,,,,,,,,,
,00:00:24,83,,,,,,,,,
,00:00:25,83,,,,,,,,,
,00:00:26,83,,,,,,,,,
,00:00:27,83,,,,,,,,,
,00:00:28,84,,,,,,,,,
,00:00:29,84,,,,,,,,,
,00:00:30,84,,,,,,,,,
,00:00:31,84,,,,,,,,,
,00:00:32,84,,,,,,,,,
,00:00:33,83,,,,,,,,,
,00:00:34,83,,,,,,,,,
,00:00:35,85,,,,,,,,,
,00:00:36,86,,,,,,,,,
,00:00:37,88,,,,,,,,,
,00:00:38,88,,,,,,,,,
,00:00:39,89,,,,,,,,,
,00:00:40,89,,,,,,,,,
,00:00:41,89,,,,,,,,,
,00:00:42,89,,,,,,,,,
,00:00:43,89,,,,,,,,,
,00:00:44,89,,,,,,,,,
,00:00:45,89,,,,,,,,,
,00:00:46,89,,,,,,,,,
,00:00:47,89,,,,,,,,,
,00:00:48,89,,,,,,,,,
,00:00:49,90,,,,,,,,,
,00:00:50,90,,,,,,,,,
,00:00:51,90,,,,,,,,,
,00:00:52,90,,,,,,,,,
,00:00:53,90,,,,,,,,,
,00:00:54,90,,,,,,,,,
,00:00:55,90,,,,,,,,,
,00:00:56,90,,,,,,,,,
,00:00:57,91,,,,,,,,,
,00:00:58,96,,,,,,,,,
,00:00:59,107,,,,,,,,,
,00:01:00,110,,,,,,,,,
,00:01:01,111,,,,,,,,,
,00:01:02,111,,,,,,,,,
,00:01:03,113,,,,,,,,,
,00:01:04,113,,,,,,,,,
,00:01:05,113,,,,,,,,,
,00:01:06,113,,,,,,,,,
,00:01:07,113,,,,,,,,,
,00:01:08,112,,,,,,,,,
,00:01:09,111,,,,,,,,,
,00:01:10,110,,,,,,,,,
,00:01:11,110,,,,,,,,,
,00:01:12,110,,,,,,,,,
,00:01:13,109,,,,,,,,,
,00:01:14,109,,,,,,,,,
,00:01:15,109,,,,,,,,,
,00:01:16,109,,,,,,,,,
,00:01:17,109,,,,,,,,,
,00:01:18,109,,,,,,,,,
,00:01:19,109,,,,,,,,,
,00:01:20,109,,,,,,,,,
,00:01:21,109,,,,,,,,,
,00:01:22,109,,,,,,,,,
,00:01:23,109,,,,,,,,,
,00:01:24,109,,,,,,,,,
,00:01:25,109,,,,,,,,,
,00:01:26,109,,,,,,,,,
,00:01:27,109,,,,,,,,,
,00:01:28,109,,,,,,,,,
,00:01:29,109,,,,,,,,,
,00:01:30,108,,,,,,,,,
,00:01:31,108,,,,,,,,,
,00:01:32,108,,,,,,,,,
,00:01:33,108,,,,,,,,,
,00:01:34,108,,,,,,,,,
,00:01:35,107,,,,,,,,,
,00:01:36,107,,,,,,,,,
,00:01:37,107,,,,,,,,,
,00:01:38,107,,,,,,,,,
,00:01:39,107,,,,,,,,,
,00:01:40,107,,,,,,,,,
,00:01:41,104,,,,,,,,,
,00:01:42,104,,,,,,,,,
,00:01:43,104,,,,,,,,,
,00:01:44,104,,,,,,,,,
,00:01:45,104,,,,,,,,,
,00:01:46,103,,,,,,,,,
,00:01:47,102,,,,,,,,,
,00:01:48,101,,,,,,,,,
,00:01:49,102,,,,,,,,,
,00:01:50,103,,,,,,,,,
,00:01:51,106,,,,,,,,,
,00:01:52,106,,,,,,,,,
,00:01:53,106,,,,,,,,,
,00:01:54,107,,,,,,,,,
,00:01:55,107,,,,,,,,,
,00:01:56,107,,,,,,,,,
,00:01:57,106,,,,,,,,,
,00:01:58,105,,,,,,,,,
,00:01:59,103,,,,,,,,,
,00:02:00,100,,,,,,,,,
,00:02:01,95,,,,,,,,,
,00:02:02,93,,,,,,,,,
,00:02:03,93,,,,,,,,,
,00:02:04,92,,,,,,,,,
,00:02:05,92,,,,,,,,,
,00:02:06,92,,,,,,,,,
,00:02:07,91,,,,,,,,,
,00:02:08,91,,,,,,,,,
,00:02:09,91,,,,,,,,,
,00:02:10,91,,,,,,,,,
,00:02:11,91,,,,,,,,,
,00:02:12,91,,,,,,,,,
,00:02:13,91,,,,,,,,,
,00:02:14,91,,,,,,,,,
,00:02:15,90,,,,,,,,,
,00:02:16,90,,,,,,,,,
,00:02:17,91,,,,,,,,,
,00:02:18,92,,,,,,,,,
,00:02:19,99,,,,,,,,,
,00:02:20,113,,,,,,,,,
,00:02:21,113,,,,,,,,,
,00:02:22,113,,,,,,,,,
,00:02:23,114,,,,,,,,,
,00:02:24,114,,,,,,,,,
,00:02:25,114,,,,,,,,,
,00:02:26,115,,,,,,,,,
,00:02:27,114,,,,,,,,,
,00:02:28,113,,,,,,,,,
,00:02:29,112,,,,,,,,,
,00:02:30,112,,,,,,,,,
,00:02:31,112,,,,,,,,,
,00:02:32,112,,,,,,,,,
,00:02:33,111,,,,,,,,,
,00:02:34,111,,,,,,,,,
,00:02:35,111,,,,,,,,,
,00:02:36,111,,,,,,,,,
,00:02:37,111,,,,,,,,,
,00:02:38,111,,,,,,,,,
,00:02:39,111,,,,,,,,,
,00:02:40,111,,,,,,,,,
,00:02:41,111,,,,,,,,,
,00:02:42,111,,,,,,,,,
,00:02:43,111,,,,,,,,,
,00:02:44,111,,,,,,,,,
,00:02:45,111,,,,,,,,,
,00:02:46,111,,,,,,,,,
,00:02:47,111,,,,,,,,,
,00:02:48,111,,,,,,,,,
,00:02:49,111,,,,,,,,,
,00:02:50,110,,,,,,,,,
,00:02:51,110,,,,,,,,,
,00:02:52,109,,,,,,,,,
,00:02:53,113,,,,,,,,,
,00:02:54,114,,,,,,,,,
,00:02:55,114,,,,,,,,,
,00:02:56,112,,,,,,,,,
,00:02:57,110,,,,,,,,,
,00:02:58,109,,,,,,,,,
,00:02:59,109,,,,,,,,,
,00:03:00,107,,,,,,,,,
,00:03:01,109,,,,,,,,,
,00:03:02,109,,,,,,,,,
,00:03:03,109,,,,,,,,,
,00:03:04,110,,,,,,,,,
,00:03:05,110,,,,,,,,,
,00:03:06,110,,,,,,,,,
,00:03:07,110,,,,,,,,,
,00:03:08,110,,,,,,,,,
,00:03:09,109,,,,,,,,,
,00:03:10,107,,,,,,,,,
,00:03:11,104,,,,,,,,,
,00:03:12,103,,,,,,,,,
,00:03:13,102,,,,,,,,,
,00:03:14,103,,,,,,,,,
,00:03:15,103,,,,,,,,,
,00:03:16,105,,,,,,,,,
,00:03:17,105,,,,,,,,,
,00:03:18,109,,,,,,,,,
,00:03:19,110,,,,,,,,,
,00:03:20,111,,,,,,,,,
,00:03:21,112,,,,,,,,,
,00:03:22,113,,,,,,,,,
,00:03:23,114,,,,,,,,,
,00:03:24,117,,,,,,,,,
,00:03:25,119,,,,,,,,,
,00:03:26,120,,,,,,,,,
,00:03:27,120,,,,,,,,,
,00:03:28,119,,,,,,,,,
,00:03:29,118,,,,,,,,,
,00:03:30,118,,,,,,,,,
,00:03:31,117,,,,,,,,,
,00:03:32,114,,,,,,,,,
,00:03:33,113,,,,,,,,,
,00:03:34,112,,,,,,,,,
,00:03:35,111,,,,,,,,,
,00:03:36,111,,,,,,,,,
,00:03:37,110,,,,,,,,,
,00:03:38,109,,,,,,,,,
,00:03:39,108,,,,,,,,,
,00:03:40,107,,,,,,,,,
,00:03:41,107,,,,,,,,,
,00:03:42,106,,,,,,,,,
,00:03:43,104,,,,,,,,,
,00:03:44,106,,,,,,,,,
,00:03:45,109,,,,,,,,,
,00:03:46,110,,,,,,,,,
,00:03:47,111,,,,,,,,,
,00:03:48,111,,,,,,,,,
,00:03:49,113,,,,,,,,,
,00:03:50,114,,,,,,,,,
,00:03:51,114,,,,,,,,,
,00:03:52,115,,,,,,,,,
,00:03:53,115,,,,,,,,,
,00:03:54,116,,,,,,,,,
,00:03:55,116,,,,,,,,,
