Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov  ,BOOTCAMP,19-12-2025,10:25:58,0:40:26,0.00,148,,,,,495,,,,,,,,,,"8 rounds
250m run
5 devils press @ 25kg
10 lunges @ 25kg db
15 disk hang to overhead @ 25kg
10 A jumps

time: 29:54",None,None,187,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:04:34,106,,,,,,,,,
,00:04:35,106,,,,,,,,,
,00:04:36,106,,,,,,,,,
,00:04:37,101,,,,,,,,,
,00:04:38,101,,,,,,,,,
,00:04:39,101,,,,,,,,,
,00:04:40,99,,,,,,,,,
,00:04:41,96,,,,,,,,,
,00:04:42,95,,,,,,,,,
,00:04:43,96,,,,,,,,,
,00:04:44,97,,,,,,,,,
,00:04:45,97,,,,,,,,,
,00:04:46,96,,,,,,,,,
,00:04:47,94,,,,,,,,,
,00:04:48,92,,,,,,,,,
,00:04:49,92,,,,,,,,,
,00:04:50,94,,,,,,,,,
,00:04:51,96,,,,,,,,,
,00:04:52,97,,,,,,,,,
,00:04:53,98,,,,,,,,,
,00:04:54,98,,,,,,,,,
,00:04:55,99,,,,,,,,,
,00:04:56,99,,,,,,,,,
,00:04:57,100,,,,,,,,,
,00:04:58,98,,,,,,,,,
,00:04:59,97,,,,,,,,,
,00:05:00,96,,,,,,,,,
,00:05:01,96,,,,,,,,,
,00:05:02,95,,,,,,,,,
,00:05:03,95,,,,,,,,,
,00:05:04,95,,,,,,,,,
,00:05:05,94,,,,,,,,,
,00:05:06,90,,,,,,,,,
,00:05:07,88,,,,,,,,,
,00:05:08,86,,,,,,,,,
,00:05:09,85,,,,,,,,,
,00:05:10,85,,,,,,,,,
,00:05:11,86,,,,,,,,,
,00:05:12,86,,,,,,,,,
,00:05:13,88,,,,,,,,,
,00:05:14,88,,,,,,,,,
,00:05:15,87,,,,,,,,,
,00:05:16,87,,,,,,,,,
,00:05:17,86,,,,,,,,,
,00:05:18,83,,,,,,,,,
,00:05:19,81,,,,,,,,,
,00:05:20,80,,,,,,,,,
,00:05:21,79,,,,,,,,,
,00:05:22,78,,,,,,,,,
,00:05:23,79,,,,,,,,,
,00:05:24,81,,,,,,,,,
,00:05:25,82,,,,,,,,,
,00:05:26,81,,,,,,,,,
,00:05:27,78,,,,,,,,,
,00:05:28,77,,,,,,,,,
,00:05:29,72,,,,,,,,,
,00:05:30,69,,,,,,,,,
,00:05:31,66,,,,,,,,,
,00:05:32,66,,,,,,,,,
,00:05:33,65,,,,,,,,,
,00:05:34,65,,,,,,,,,
,00:05:35,66,,,,,,,,,
,00:05:36,67,,,,,,,,,
,00:05:37,67,,,,,,,,,
,00:05:38,67,,,,,,,,,
,00:05:39,67,,,,,,,,,
,00:05:40,67,,,,,,,,,
,00:05:41,67,,,,,,,,,
,00:05:42,67,,,,,,,,,
,00:05:43,68,,,,,,,,,
,00:05:44,68,,,,,,,,,
,00:05:45,68,,,,,,,,,
,00:05:46,68,,,,,,,,,
,00:05:47,68,,,,,,,,,
,00:05:48,68,,,,,,,,,
,00:05:49,68,,,,,,,,,
,00:05:50,68,,,,,,,,,
,00:05:51,71,,,,,,,,,
,00:05:52,74,,,,,,,,,
,00:05:53,75,,,,,,,,,
,00:05:54,76,,,,,,,,,
,00:05:55,77,,,,,,,,,
,00:05:56,77,,,,,,,,,
,00:05:57,77,,,,,,,,,
,00:05:58,77,,,,,,,,,
,00:05:59,77,,,,,,,,,
,00:06:00,77,,,,,,,,,
,00:06:01,77,,,,,,,,,
,00:06:02,77,,,,,,,,,
,00:06:03,77,,,,,,,,,
,00:06:04,77,,,,,,,,,
,00:06:05,81,,,,,,,,,
,00:06:06,81,,,,,,,,,
,00:06:07,83,,,,,,,,,
,00:06:08,83,,,,,,,,,
,00:06:09,83,,,,,,,,,
,00:06:10,83,,,,,,,,,
,00:06:11,84,,,,,,,,,
,00:06:12,85,,,,,,,,,
,00:06:13,85,,,,,,,,,
,00:06:14,86,,,,,,,,,
,00:06:15,86,,,,,,,,,
,00:06:16,86,,,,,,,,,
,00:06:17,86,,,,,,,,,
,00:06:18,87,,,,,,,,,
,00:06:19,87,,,,,,,,,
,00:06:20,87,,,,,,,,,
,00:06:21,87,,,,,,,,,
,00:06:22,87,,,,,,,,,
,00:06:23,87,,,,,,,,,
,00:06:24,86,,,,,,,,,
,00:06:25,84,,,,,,,,,
,00:06:26,83,,,,,,,,,
,00:06:27,83,,,,,,,,,
,00:06:28,83,,,,,,,,,
,00:06:29,82,,,,,,,,,
,00:06:30,78,,,,,,,,,
,00:06:31,74,,,,,,,,,
,00:06:32,71,,,,,,,,,
,00:06:33,70,,,,,,,,,
,00:06:34,70,,,,,,,,,
,00:06:35,70,,,,,,,,,
,00:06:36,69,,,,,,,,,
,00:06:37,69,,,,,,,,,
,00:06:38,68,,,,,,,,,
,00:06:39,67,,,,,,,,,
,00:06:40,67,,,,,,,,,
,00:06:41,67,,,,,,,,,
,00:06:42,66,,,,,,,,,
,00:06:43,66,,,,,,,,,
,00:06:44,68,,,,,,,,,
,00:06:45,71,,,,,,,,,
,00:06:46,73,,,,,,,,,
,00:06:47,73,,,,,,,,,
,00:06:48,74,,,,,,,,,
,00:06:49,75,,,,,,,,,
,00:06:50,75,,,,,,,,,
,00:06:51,75,,,,,,,,,
,00:06:52,75,,,,,,,,,
,00:06:53,75,,,,,,,,,
,00:06:54,75,,,,,,,,,
,00:06:55,75,,,,,,,,,
,00:06:56,76,,,,,,,,,
,00:06:57,76,,,,,,,,,
,00:06:58,76,,,,,,,,,
,00:06:59,76,,,,,,,,,
,00:07:00,77,,,,,,,,,
,00:07:01,77,,,,,,,,,
,00:07:02,77,,,,,,,,,
,00:07:03,77,,,,,,,,,
,00:07:04,77,,,,,,,,,
,00:07:05,77,,,,,,,,,
,00:07:06,77,,,,,,,,,
,00:07:07,77,,,,,,,,,
,00:07:08,75,,,,,,,,,
,00:07:09,74,,,,,,,,,
,00:07:10,73,,,,,,,,,
,00:07:11,73,,,,,,,,,
,00:07:12,73,,,,,,,,,
,00:07:13,73,,,,,,,,,
,00:07:14,73,,,,,,,,,
,00:07:15,73,,,,,,,,,
,00:07:16,73,,,,,,,,,
,00:07:17,71,,,,,,,,,
,00:07:18,71,,,,,,,,,
,00:07:19,70,,,,,,,,,
,00:07:20,74,,,,,,,,,
,00:07:21,74,,,,,,,,,
,00:07:22,76,,,,,,,,,
,00:07:23,76,,,,,,,,,
,00:07:24,77,,,,,,,,,
,00:07:25,78,,,,,,,,,
,00:07:26,81,,,,,,,,,
,00:07:27,82,,,,,,,,,
,00:07:28,83,,,,,,,,,
,00:07:29,83,,,,,,,,,
,00:07:30,84,,,,,,,,,
,00:07:31,84,,,,,,,,,
,00:07:32,85,,,,,,,,,
,00:07:33,85,,,,,,,,,
,00:07:34,87,,,,,,,,,
,00:07:35,86,,,,,,,,,
,00:07:36,86,,,,,,,,,
,00:07:37,85,,,,,,,,,
,00:07:38,84,,,,,,,,,
,00:07:39,84,,,,,,,,,
,00:07:40,84,,,,,,,,,
,00:07:41,83,,,,,,,,,
,00:07:42,83,,,,,,,,,
,00:07:43,83,,,,,,,,,
,00:07:44,82,,,,,,,,,
,00:07:45,81,,,,,,,,,
,00:07:46,80,,,,,,,,,
,00:07:47,79,,,,,,,,,
,00:07:48,79,,,,,,,,,
,00:07:49,78,,,,,,,,,
,00:07:50,78,,,,,,,,,
,00:07:51,77,,,,,,,,,
,00:07:52,77,,,,,,,,,
,00:07:53,77,,,,,,,,,
,00:07:54,77,,,,,,,,,
,00:07:55,77,,,,,,,,,
,00:07:56,77,,,,,,,,,
,00:07:57,77,,,,,,,,,
,00:07:58,77,,,,,,,,,
,00:07:59,77,,,,,,,,,
,00:08:00,77,,,,,,,,,
,00:08:01,76,,,,,,,,,
,00:08:02,76,,,,,,,,,
,00:08:03,76,,,,,,,,,
,00:08:04,76,,,,,,,,,
,00:08:05,76,,,,,,,,,
,00:08:06,76,,,,,,,,,
,00:08:07,76,,,,,,,,,
,00:08:08,76,,,,,,,,,
,00:08:09,76,,,,,,,,,
,00:08:10,76,,,,,,,,,
,00:08:11,76,,,,,,,,,
,00:08:12,76,,,,,,,,,
,00:08:13,76,,,,,,,,,
,00:08:14,76,,,,,,,,,
,00:08:15,76,,,,,,,,,
,00:08:16,76,,,,,,,,,
,00:08:17,76,,,,,,,,,
,00:08:18,76,,,,,,,,,
,00:08:19,76,,,,,,,,,
,00:08:20,76,,,,,,,,,
,00:08:21,76,,,,,,,,,
,00:08:22,76,,,,,,,,,
,00:08:23,76,,,,,,,,,
,00:08:24,76,,,,,,,,,
,00:08:25,76,,,,,,,,,
,00:08:26,76,,,,,,,,,
,00:08:27,79,,,,,,,,,
,00:08:28,96,,,,,,,,,
,00:08:29,140,,,,,,,,,
,00:08:30,156,,,,,,,,,
,00:08:31,161,,,,,,,,,
,00:08:32,163,,,,,,,,,
,00:08:33,164,,,,,,,,,
,00:08:34,165,,,,,,,,,
,00:08:35,165,,,,,,,,,
,00:08:36,164,,,,,,,,,
,00:08:37,163,,,,,,,,,
,00:08:38,163,,,,,,,,,
,00:08:39,162,,,,,,,,,
,00:08:40,162,,,,,,,,,
,00:08:41,161,,,,,,,,,
,00:08:42,161,,,,,,,,,
,00:08:43,161,,,,,,,,,
,00:08:44,160,,,,,,,,,
,00:08:45,160,,,,,,,,,
,00:08:46,160,,,,,,,,,
,00:08:47,160,,,,,,,,,
,00:08:48,160,,,,,,,,,
,00:08:49,160,,,,,,,,,
,00:08:50,159,,,,,,,,,
,00:08:51,159,,,,,,,,,
,00:08:52,159,,,,,,,,,
,00:08:53,159,,,,,,,,,
,00:08:54,159,,,,,,,,,
,00:08:55,158,,,,,,,,,
,00:08:56,159,,,,,,,,,
,00:08:57,160,,,,,,,,,
,00:08:58,160,,,,,,,,,
,00:08:59,161,,,,,,,,,
,00:09:00,161,,,,,,,,,
,00:09:01,159,,,,,,,,,
,00:09:02,159,,,,,,,,,
,00:09:03,159,,,,,,,,,
,00:09:04,159,,,,,,,,,
,00:09:05,159,,,,,,,,,
,00:09:06,159,,,,,,,,,
,00:09:07,159,,,,,,,,,
,00:09:08,160,,,,,,,,,
,00:09:09,160,,,,,,,,,
,00:09:10,160,,,,,,,,,
,00:09:11,160,,,,,,,,,
,00:09:12,160,,,,,,,,,
,00:09:13,160,,,,,,,,,
,00:09:14,159,,,,,,,,,
,00:09:15,159,,,,,,,,,
,00:09:16,160,,,,,,,,,
,00:09:17,160,,,,,,,,,
,00:09:18,160,,,,,,,,,
,00:09:19,160,,,,,,,,,
,00:09:20,160,,,,,,,,,
,00:09:21,160,,,,,,,,,
,00:09:22,160,,,,,,,,,
,00:09:23,160,,,,,,,,,
,00:09:24,160,,,,,,,,,
,00:09:25,160,,,,,,,,,
,00:09:26,160,,,,,,,,,
,00:09:27,160,,,,,,,,,
,00:09:28,160,,,,,,,,,
,00:09:29,160,,,,,,,,,
,00:09:30,160,,,,,,,,,
,00:09:31,160,,,,,,,,,
,00:09:32,160,,,,,,,,,
,00:09:33,160,,,,,,,,,
,00:09:34,160,,,,,,,,,
,00:09:35,154,,,,,,,,,
,00:09:36,153,,,,,,,,,
,00:09:37,152,,,,,,,,,
,00:09:38,152,,,,,,,,,
,00:09:39,152,,,,,,,,,
,00:09:40,152,,,,,,,,,
,00:09:41,150,,,,,,,,,
,00:09:42,150,,,,,,,,,
,00:09:43,150,,,,,,,,,
,00:09:44,150,,,,,,,,,
,00:09:45,149,,,,,,,,,
,00:09:46,149,,,,,,,,,
,00:09:47,149,,,,,,,,,
,00:09:48,149,,,,,,,,,
,00:09:49,149,,,,,,,,,
,00:09:50,149,,,,,,,,,
,00:09:51,149,,,,,,,,,
,00:09:52,149,,,,,,,,,
,00:09:53,149,,,,,,,,,
,00:09:54,148,,,,,,,,,
,00:09:55,148,,,,,,,,,
,00:09:56,148,,,,,,,,,
,00:09:57,148,,,,,,,,,
,00:09:58,148,,,,,,,,,
,00:09:59,148,,,,,,,,,
,00:10:00,146,,,,,,,,,
,00:10:01,146,,,,,,,,,
,00:10:02,145,,,,,,,,,
,00:10:03,145,,,,,,,,,
,00:10:04,144,,,,,,,,,
,00:10:05,144,,,,,,,,,
,00:10:06,144,,,,,,,,,
,00:10:07,143,,,,,,,,,
,00:10:08,143,,,,,,,,,
,00:10:09,143,,,,,,,,,
,00:10:10,143,,,,,,,,,
,00:10:11,142,,,,,,,,,
,00:10:12,142,,,,,,,,,
,00:10:13,141,,,,,,,,,
,00:10:14,139,,,,,,,,,
,00:10:15,136,,,,,,,,,
,00:10:16,136,,,,,,,,,
,00:10:17,137,,,,,,,,,
,00:10:18,151,,,,,,,,,
,00:10:19,156,,,,,,,,,
,00:10:20,160,,,,,,,,,
,00:10:21,161,,,,,,,,,
,00:10:22,163,,,,,,,,,
,00:10:23,164,,,,,,,,,
,00:10:24,165,,,,,,,,,
,00:10:25,165,,,,,,,,,
,00:10:26,166,,,,,,,,,
,00:10:27,166,,,,,,,,,
,00:10:28,166,,,,,,,,,
,00:10:29,166,,,,,,,,,
,00:10:30,165,,,,,,,,,
,00:10:31,165,,,,,,,,,
,00:10:32,165,,,,,,,,,
,00:10:33,164,,,,,,,,,
,00:10:34,164,,,,,,,,,
,00:10:35,163,,,,,,,,,
,00:10:36,163,,,,,,,,,
,00:10:37,163,,,,,,,,,
,00:10:38,162,,,,,,,,,
,00:10:39,161,,,,,,,,,
,00:10:40,161,,,,,,,,,
,00:10:41,160,,,,,,,,,
,00:10:42,160,,,,,,,,,
,00:10:43,160,,,,,,,,,
,00:10:44,160,,,,,,,,,
,00:10:45,160,,,,,,,,,
,00:10:46,160,,,,,,,,,
,00:10:47,160,,,,,,,,,
,00:10:48,160,,,,,,,,,
,00:10:49,160,,,,,,,,,
,00:10:50,160,,,,,,,,,
,00:10:51,160,,,,,,,,,
,00:10:52,160,,,,,,,,,
,00:10:53,160,,,,,,,,,
,00:10:54,160,,,,,,,,,
,00:10:55,160,,,,,,,,,
,00:10:56,160,,,,,,,,,
,00:10:57,160,,,,,,,,,
,00:10:58,160,,,,,,,,,
,00:10:59,160,,,,,,,,,
,00:11:00,160,,,,,,,,,
,00:11:01,160,,,,,,,,,
,00:11:02,160,,,,,,,,,
,00:11:03,160,,,,,,,,,
,00:11:04,160,,,,,,,,,
,00:11:05,160,,,,,,,,,
,00:11:06,160,,,,,,,,,
,00:11:07,160,,,,,,,,,
,00:11:08,160,,,,,,,,,
,00:11:09,160,,,,,,,,,
,00:11:10,160,,,,,,,,,
,00:11:11,160,,,,,,,,,
,00:11:12,160,,,,,,,,,
,00:11:13,160,,,,,,,,,
,00:11:14,164,,,,,,,,,
,00:11:15,164,,,,,,,,,
,00:11:16,165,,,,,,,,,
,00:11:17,166,,,,,,,,,
,00:11:18,167,,,,,,,,,
,00:11:19,168,,,,,,,,,
,00:11:20,169,,,,,,,,,
,00:11:21,169,,,,,,,,,
,00:11:22,170,,,,,,,,,
,00:11:23,170,,,,,,,,,
,00:11:24,171,,,,,,,,,
,00:11:25,171,,,,,,,,,
,00:11:26,171,,,,,,,,,
,00:11:27,171,,,,,,,,,
,00:11:28,171,,,,,,,,,
,00:11:29,171,,,,,,,,,
,00:11:30,172,,,,,,,,,
,00:11:31,172,,,,,,,,,
,00:11:32,171,,,,,,,,,
,00:11:33,171,,,,,,,,,
,00:11:34,171,,,,,,,,,
,00:11:35,171,,,,,,,,,
,00:11:36,171,,,,,,,,,
,00:11:37,171,,,,,,,,,
,00:11:38,170,,,,,,,,,
,00:11:39,169,,,,,,,,,
,00:11:40,169,,,,,,,,,
,00:11:41,169,,,,,,,,,
,00:11:42,168,,,,,,,,,
,00:11:43,168,,,,,,,,,
,00:11:44,167,,,,,,,,,
,00:11:45,168,,,,,,,,,
,00:11:46,169,,,,,,,,,
,00:11:47,169,,,,,,,,,
,00:11:48,170,,,,,,,,,
,00:11:49,170,,,,,,,,,
,00:11:50,170,,,,,,,,,
,00:11:51,170,,,,,,,,,
,00:11:52,170,,,,,,,,,
,00:11:53,170,,,,,,,,,
,00:11:54,170,,,,,,,,,
,00:11:55,170,,,,,,,,,
,00:11:56,170,,,,,,,,,
,00:11:57,171,,,,,,,,,
,00:11:58,172,,,,,,,,,
,00:11:59,172,,,,,,,,,
,00:12:00,173,,,,,,,,,
,00:12:01,173,,,,,,,,,
,00:12:02,173,,,,,,,,,
,00:12:03,173,,,,,,,,,
,00:12:04,173,,,,,,,,,
,00:12:05,173,,,,,,,,,
,00:12:06,174,,,,,,,,,
,00:12:07,174,,,,,,,,,
,00:12:08,174,,,,,,,,,
,00:12:09,175,,,,,,,,,
,00:12:10,174,,,,,,,,,
,00:12:11,175,,,,,,,,,
,00:12:12,175,,,,,,,,,
,00:12:13,175,,,,,,,,,
,00:12:14,175,,,,,,,,,
,00:12:15,176,,,,,,,,,
