Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,16-05-2025,18:04:33,00:46:30,,142,,,,,590,,,,,,,,,,"5 rounds back squat 1pause + 2 regular (100, 110, 115, 120, 120)
wod started at 18:34
50 box + 40 row + 30 PC @ 71kg",175.0,78.0,181,55,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:12:15,143,,,,,,,,,
,00:12:16,143,,,,,,,,,
,00:12:17,143,,,,,,,,,
,00:12:18,142,,,,,,,,,
,00:12:19,142,,,,,,,,,
,00:12:20,142,,,,,,,,,
,00:12:21,141,,,,,,,,,
,00:12:22,141,,,,,,,,,
,00:12:23,140,,,,,,,,,
,00:12:24,140,,,,,,,,,
,00:12:25,140,,,,,,,,,
,00:12:26,140,,,,,,,,,
,00:12:27,140,,,,,,,,,
,00:12:28,141,,,,,,,,,
,00:12:29,141,,,,,,,,,
,00:12:30,141,,,,,,,,,
,00:12:31,141,,,,,,,,,
,00:12:32,140,,,,,,,,,
,00:12:33,140,,,,,,,,,
,00:12:34,140,,,,,,,,,
,00:12:35,142,,,,,,,,,
,00:12:36,142,,,,,,,,,
,00:12:37,140,,,,,,,,,
,00:12:38,141,,,,,,,,,
,00:12:39,141,,,,,,,,,
,00:12:40,145,,,,,,,,,
,00:12:41,145,,,,,,,,,
,00:12:42,148,,,,,,,,,
,00:12:43,149,,,,,,,,,
,00:12:44,150,,,,,,,,,
,00:12:45,150,,,,,,,,,
,00:12:46,154,,,,,,,,,
,00:12:47,154,,,,,,,,,
,00:12:48,157,,,,,,,,,
,00:12:49,158,,,,,,,,,
,00:12:50,160,,,,,,,,,
,00:12:51,160,,,,,,,,,
,00:12:52,161,,,,,,,,,
,00:12:53,162,,,,,,,,,
,00:12:54,162,,,,,,,,,
,00:12:55,162,,,,,,,,,
,00:12:56,162,,,,,,,,,
,00:12:57,162,,,,,,,,,
,00:12:58,160,,,,,,,,,
,00:12:59,160,,,,,,,,,
,00:13:00,159,,,,,,,,,
,00:13:01,159,,,,,,,,,
,00:13:02,158,,,,,,,,,
,00:13:03,158,,,,,,,,,
,00:13:04,155,,,,,,,,,
,00:13:05,155,,,,,,,,,
,00:13:06,154,,,,,,,,,
,00:13:07,154,,,,,,,,,
,00:13:08,152,,,,,,,,,
,00:13:09,152,,,,,,,,,
,00:13:10,152,,,,,,,,,
,00:13:11,153,,,,,,,,,
,00:13:12,153,,,,,,,,,
,00:13:13,153,,,,,,,,,
,00:13:14,151,,,,,,,,,
,00:13:15,151,,,,,,,,,
,00:13:16,150,,,,,,,,,
,00:13:17,151,,,,,,,,,
,00:13:18,151,,,,,,,,,
,00:13:19,150,,,,,,,,,
,00:13:20,150,,,,,,,,,
,00:13:21,150,,,,,,,,,
,00:13:22,149,,,,,,,,,
,00:13:23,149,,,,,,,,,
,00:13:24,147,,,,,,,,,
,00:13:25,147,,,,,,,,,
,00:13:26,147,,,,,,,,,
,00:13:27,146,,,,,,,,,
,00:13:28,145,,,,,,,,,
,00:13:29,145,,,,,,,,,
,00:13:30,145,,,,,,,,,
,00:13:31,145,,,,,,,,,
,00:13:32,145,,,,,,,,,
,00:13:33,142,,,,,,,,,
,00:13:34,140,,,,,,,,,
,00:13:35,140,,,,,,,,,
,00:13:36,137,,,,,,,,,
,00:13:37,138,,,,,,,,,
,00:13:38,138,,,,,,,,,
,00:13:39,139,,,,,,,,,
,00:13:40,140,,,,,,,,,
,00:13:41,142,,,,,,,,,
,00:13:42,142,,,,,,,,,
,00:13:43,139,,,,,,,,,
,00:13:44,139,,,,,,,,,
,00:13:45,135,,,,,,,,,
,00:13:46,135,,,,,,,,,
,00:13:47,134,,,,,,,,,
,00:13:48,134,,,,,,,,,
,00:13:49,133,,,,,,,,,
,00:13:50,133,,,,,,,,,
,00:13:51,131,,,,,,,,,
,00:13:52,127,,,,,,,,,
,00:13:53,127,,,,,,,,,
,00:13:54,127,,,,,,,,,
,00:13:55,128,,,,,,,,,
,00:13:56,128,,,,,,,,,
,00:13:57,128,,,,,,,,,
,00:13:58,127,,,,,,,,,
,00:13:59,125,,,,,,,,,
,00:14:00,125,,,,,,,,,
,00:14:01,125,,,,,,,,,
,00:14:02,129,,,,,,,,,
,00:14:03,129,,,,,,,,,
,00:14:04,129,,,,,,,,,
,00:14:05,133,,,,,,,,,
,00:14:06,132,,,,,,,,,
,00:14:07,132,,,,,,,,,
,00:14:08,132,,,,,,,,,
,00:14:09,131,,,,,,,,,
,00:14:10,129,,,,,,,,,
,00:14:11,128,,,,,,,,,
,00:14:12,128,,,,,,,,,
,00:14:13,127,,,,,,,,,
,00:14:14,128,,,,,,,,,
,00:14:15,128,,,,,,,,,
,00:14:16,128,,,,,,,,,
,00:14:17,128,,,,,,,,,
,00:14:18,129,,,,,,,,,
,00:14:19,129,,,,,,,,,
,00:14:20,132,,,,,,,,,
,00:14:21,132,,,,,,,,,
,00:14:22,131,,,,,,,,,
,00:14:23,131,,,,,,,,,
,00:14:24,134,,,,,,,,,
,00:14:25,134,,,,,,,,,
,00:14:26,140,,,,,,,,,
,00:14:27,140,,,,,,,,,
,00:14:28,144,,,,,,,,,
,00:14:29,145,,,,,,,,,
,00:14:30,145,,,,,,,,,
,00:14:31,149,,,,,,,,,
,00:14:32,149,,,,,,,,,
,00:14:33,153,,,,,,,,,
,00:14:34,154,,,,,,,,,
,00:14:35,154,,,,,,,,,
,00:14:36,157,,,,,,,,,
,00:14:37,158,,,,,,,,,
,00:14:38,159,,,,,,,,,
,00:14:39,159,,,,,,,,,
,00:14:40,160,,,,,,,,,
,00:14:41,162,,,,,,,,,
,00:14:42,162,,,,,,,,,
,00:14:43,161,,,,,,,,,
,00:14:44,161,,,,,,,,,
,00:14:45,161,,,,,,,,,
,00:14:46,157,,,,,,,,,
,00:14:47,157,,,,,,,,,
,00:14:48,157,,,,,,,,,
,00:14:49,155,,,,,,,,,
,00:14:50,155,,,,,,,,,
,00:14:51,151,,,,,,,,,
,00:14:52,150,,,,,,,,,
,00:14:53,150,,,,,,,,,
,00:14:54,150,,,,,,,,,
,00:14:55,150,,,,,,,,,
,00:14:56,149,,,,,,,,,
,00:14:57,150,,,,,,,,,
,00:14:58,150,,,,,,,,,
,00:14:59,150,,,,,,,,,
,00:15:00,150,,,,,,,,,
,00:15:01,150,,,,,,,,,
,00:15:02,150,,,,,,,,,
,00:15:03,150,,,,,,,,,
,00:15:04,150,,,,,,,,,
,00:15:05,150,,,,,,,,,
,00:15:06,150,,,,,,,,,
,00:15:07,149,,,,,,,,,
,00:15:08,149,,,,,,,,,
,00:15:09,149,,,,,,,,,
,00:15:10,149,,,,,,,,,
,00:15:11,148,,,,,,,,,
,00:15:12,148,,,,,,,,,
,00:15:13,148,,,,,,,,,
,00:15:14,148,,,,,,,,,
,00:15:15,147,,,,,,,,,
,00:15:16,146,,,,,,,,,
,00:15:17,146,,,,,,,,,
,00:15:18,144,,,,,,,,,
,00:15:19,142,,,,,,,,,
,00:15:20,142,,,,,,,,,
,00:15:21,140,,,,,,,,,
,00:15:22,139,,,,,,,,,
,00:15:23,137,,,,,,,,,
,00:15:24,137,,,,,,,,,
,00:15:25,137,,,,,,,,,
,00:15:26,137,,,,,,,,,
,00:15:27,137,,,,,,,,,
,00:15:28,136,,,,,,,,,
,00:15:29,136,,,,,,,,,
,00:15:30,136,,,,,,,,,
,00:15:31,134,,,,,,,,,
,00:15:32,134,,,,,,,,,
,00:15:33,130,,,,,,,,,
,00:15:34,128,,,,,,,,,
,00:15:35,128,,,,,,,,,
,00:15:36,128,,,,,,,,,
,00:15:37,128,,,,,,,,,
,00:15:38,132,,,,,,,,,
,00:15:39,132,,,,,,,,,
,00:15:40,128,,,,,,,,,
,00:15:41,129,,,,,,,,,
,00:15:42,129,,,,,,,,,
,00:15:43,129,,,,,,,,,
,00:15:44,127,,,,,,,,,
,00:15:45,124,,,,,,,,,
,00:15:46,120,,,,,,,,,
,00:15:47,120,,,,,,,,,
,00:15:48,118,,,,,,,,,
,00:15:49,118,,,,,,,,,
,00:15:50,122,,,,,,,,,
,00:15:51,122,,,,,,,,,
,00:15:52,124,,,,,,,,,
,00:15:53,123,,,,,,,,,
,00:15:54,123,,,,,,,,,
,00:15:55,120,,,,,,,,,
,00:15:56,120,,,,,,,,,
,00:15:57,125,,,,,,,,,
,00:15:58,126,,,,,,,,,
,00:15:59,126,,,,,,,,,
,00:16:00,126,,,,,,,,,
,00:16:01,126,,,,,,,,,
,00:16:02,126,,,,,,,,,
,00:16:03,123,,,,,,,,,
,00:16:04,122,,,,,,,,,
,00:16:05,122,,,,,,,,,
,00:16:06,122,,,,,,,,,
,00:16:07,122,,,,,,,,,
,00:16:08,122,,,,,,,,,
,00:16:09,122,,,,,,,,,
,00:16:10,122,,,,,,,,,
,00:16:11,124,,,,,,,,,
,00:16:12,124,,,,,,,,,
,00:16:13,123,,,,,,,,,
,00:16:14,123,,,,,,,,,
,00:16:15,122,,,,,,,,,
,00:16:16,123,,,,,,,,,
,00:16:17,123,,,,,,,,,
,00:16:18,125,,,,,,,,,
,00:16:19,125,,,,,,,,,
,00:16:20,127,,,,,,,,,
,00:16:21,128,,,,,,,,,
,00:16:22,128,,,,,,,,,
,00:16:23,127,,,,,,,,,
,00:16:24,127,,,,,,,,,
,00:16:25,127,,,,,,,,,
,00:16:26,127,,,,,,,,,
,00:16:27,128,,,,,,,,,
,00:16:28,131,,,,,,,,,
,00:16:29,132,,,,,,,,,
,00:16:30,132,,,,,,,,,
,00:16:31,134,,,,,,,,,
,00:16:32,134,,,,,,,,,
,00:16:33,136,,,,,,,,,
,00:16:34,136,,,,,,,,,
,00:16:35,136,,,,,,,,,
,00:16:36,137,,,,,,,,,
,00:16:37,137,,,,,,,,,
,00:16:38,137,,,,,,,,,
,00:16:39,137,,,,,,,,,
,00:16:40,137,,,,,,,,,
,00:16:41,137,,,,,,,,,
,00:16:42,137,,,,,,,,,
,00:16:43,137,,,,,,,,,
,00:16:44,137,,,,,,,,,
,00:16:45,139,,,,,,,,,
,00:16:46,139,,,,,,,,,
,00:16:47,139,,,,,,,,,
,00:16:48,140,,,,,,,,,
,00:16:49,141,,,,,,,,,
,00:16:50,141,,,,,,,,,
,00:16:51,145,,,,,,,,,
,00:16:52,146,,,,,,,,,
,00:16:53,146,,,,,,,,,
,00:16:54,150,,,,,,,,,
,00:16:55,150,,,,,,,,,
,00:16:56,153,,,,,,,,,
,00:16:57,154,,,,,,,,,
,00:16:58,154,,,,,,,,,
,00:16:59,156,,,,,,,,,
,00:17:00,158,,,,,,,,,
,00:17:01,159,,,,,,,,,
,00:17:02,159,,,,,,,,,
,00:17:03,161,,,,,,,,,
,00:17:04,161,,,,,,,,,
,00:17:05,163,,,,,,,,,
,00:17:06,165,,,,,,,,,
,00:17:07,165,,,,,,,,,
,00:17:08,166,,,,,,,,,
,00:17:09,166,,,,,,,,,
,00:17:10,167,,,,,,,,,
,00:17:11,167,,,,,,,,,
,00:17:12,167,,,,,,,,,
,00:17:13,167,,,,,,,,,
,00:17:14,165,,,,,,,,,
,00:17:15,164,,,,,,,,,
,00:17:16,164,,,,,,,,,
,00:17:17,160,,,,,,,,,
,00:17:18,159,,,,,,,,,
,00:17:19,159,,,,,,,,,
,00:17:20,158,,,,,,,,,
,00:17:21,158,,,,,,,,,
,00:17:22,158,,,,,,,,,
,00:17:23,158,,,,,,,,,
,00:17:24,156,,,,,,,,,
,00:17:25,156,,,,,,,,,
,00:17:26,155,,,,,,,,,
,00:17:27,155,,,,,,,,,
,00:17:28,154,,,,,,,,,
,00:17:29,154,,,,,,,,,
,00:17:30,155,,,,,,,,,
,00:17:31,155,,,,,,,,,
,00:17:32,155,,,,,,,,,
,00:17:33,155,,,,,,,,,
,00:17:34,155,,,,,,,,,
,00:17:35,156,,,,,,,,,
,00:17:36,156,,,,,,,,,
,00:17:37,156,,,,,,,,,
,00:17:38,157,,,,,,,,,
,00:17:39,157,,,,,,,,,
,00:17:40,152,,,,,,,,,
,00:17:41,152,,,,,,,,,
,00:17:42,152,,,,,,,,,
,00:17:43,151,,,,,,,,,
,00:17:44,151,,,,,,,,,
,00:17:45,152,,,,,,,,,
,00:17:46,152,,,,,,,,,
,00:17:47,149,,,,,,,,,
,00:17:48,148,,,,,,,,,
,00:17:49,148,,,,,,,,,
,00:17:50,148,,,,,,,,,
,00:17:51,149,,,,,,,,,
,00:17:52,148,,,,,,,,,
,00:17:53,148,,,,,,,,,
,00:17:54,148,,,,,,,,,
,00:17:55,146,,,,,,,,,
,00:17:56,146,,,,,,,,,
,00:17:57,146,,,,,,,,,
,00:17:58,142,,,,,,,,,
,00:17:59,141,,,,,,,,,
,00:18:00,141,,,,,,,,,
,00:18:01,143,,,,,,,,,
,00:18:02,143,,,,,,,,,
,00:18:03,143,,,,,,,,,
,00:18:04,142,,,,,,,,,
,00:18:05,142,,,,,,,,,
,00:18:06,138,,,,,,,,,
,00:18:07,138,,,,,,,,,
,00:18:08,136,,,,,,,,,
,00:18:09,126,,,,,,,,,
,00:18:10,126,,,,,,,,,
,00:18:11,126,,,,,,,,,
,00:18:12,126,,,,,,,,,
,00:18:13,127,,,,,,,,,
,00:18:14,130,,,,,,,,,
,00:18:15,133,,,,,,,,,
,00:18:16,136,,,,,,,,,
,00:18:17,136,,,,,,,,,
,00:18:18,136,,,,,,,,,
,00:18:19,137,,,,,,,,,
,00:18:20,138,,,,,,,,,
,00:18:21,137,,,,,,,,,
,00:18:22,137,,,,,,,,,
,00:18:23,137,,,,,,,,,
,00:18:24,130,,,,,,,,,
,00:18:25,130,,,,,,,,,
,00:18:26,122,,,,,,,,,
,00:18:27,120,,,,,,,,,
,00:18:28,120,,,,,,,,,
,00:18:29,121,,,,,,,,,
,00:18:30,121,,,,,,,,,
,00:18:31,125,,,,,,,,,
,00:18:32,125,,,,,,,,,
,00:18:33,130,,,,,,,,,
,00:18:34,130,,,,,,,,,
,00:18:35,129,,,,,,,,,
,00:18:36,129,,,,,,,,,
,00:18:37,128,,,,,,,,,
,00:18:38,128,,,,,,,,,
,00:18:39,129,,,,,,,,,
,00:18:40,129,,,,,,,,,
,00:18:41,128,,,,,,,,,
,00:18:42,128,,,,,,,,,
,00:18:43,128,,,,,,,,,
,00:18:44,125,,,,,,,,,
,00:18:45,123,,,,,,,,,
,00:18:46,123,,,,,,,,,
,00:18:47,123,,,,,,,,,
,00:18:48,122,,,,,,,,,
,00:18:49,125,,,,,,,,,
,00:18:50,125,,,,,,,,,
,00:18:51,130,,,,,,,,,
,00:18:52,130,,,,,,,,,
,00:18:53,131,,,,,,,,,
,00:18:54,131,,,,,,,,,
,00:18:55,126,,,,,,,,,
,00:18:56,126,,,,,,,,,
,00:18:57,127,,,,,,,,,
,00:18:58,128,,,,,,,,,
,00:18:59,128,,,,,,,,,
,00:19:00,130,,,,,,,,,
,00:19:01,130,,,,,,,,,
,00:19:02,131,,,,,,,,,
,00:19:03,131,,,,,,,,,
,00:19:04,130,,,,,,,,,
,00:19:05,130,,,,,,,,,
,00:19:06,130,,,,,,,,,
,00:19:07,130,,,,,,,,,
,00:19:08,132,,,,,,,,,
,00:19:09,133,,,,,,,,,
,00:19:10,133,,,,,,,,,
,00:19:11,133,,,,,,,,,
,00:19:12,134,,,,,,,,,
,00:19:13,134,,,,,,,,,
,00:19:14,135,,,,,,,,,
,00:19:15,135,,,,,,,,,
,00:19:16,136,,,,,,,,,
,00:19:17,136,,,,,,,,,
,00:19:18,137,,,,,,,,,
,00:19:19,137,,,,,,,,,
,00:19:20,137,,,,,,,,,
,00:19:21,137,,,,,,,,,
,00:19:22,137,,,,,,,,,
,00:19:23,137,,,,,,,,,
,00:19:24,137,,,,,,,,,
,00:19:25,137,,,,,,,,,
,00:19:26,139,,,,,,,,,
,00:19:27,140,,,,,,,,,
,00:19:28,140,,,,,,,,,
,00:19:29,139,,,,,,,,,
,00:19:30,139,,,,,,,,,
,00:19:31,139,,,,,,,,,
,00:19:32,141,,,,,,,,,
,00:19:33,141,,,,,,,,,
,00:19:34,143,,,,,,,,,
,00:19:35,142,,,,,,,,,
,00:19:36,142,,,,,,,,,
,00:19:37,142,,,,,,,,,
,00:19:38,140,,,,,,,,,
,00:19:39,140,,,,,,,,,
,00:19:40,140,,,,,,,,,
,00:19:41,141,,,,,,,,,
,00:19:42,141,,,,,,,,,
,00:19:43,143,,,,,,,,,
,00:19:44,144,,,,,,,,,
,00:19:45,150,,,,,,,,,
,00:19:46,150,,,,,,,,,
,00:19:47,152,,,,,,,,,
,00:19:48,154,,,,,,,,,
,00:19:49,154,,,,,,,,,
,00:19:50,158,,,,,,,,,
,00:19:51,160,,,,,,,,,
,00:19:52,160,,,,,,,,,
,00:19:53,163,,,,,,,,,
,00:19:54,163,,,,,,,,,
,00:19:55,164,,,,,,,,,
,00:19:56,165,,,,,,,,,
,00:19:57,165,,,,,,,,,
,00:19:58,167,,,,,,,,,
,00:19:59,167,,,,,,,,,
,00:20:00,167,,,,,,,,,
,00:20:01,168,,,,,,,,,
,00:20:02,168,,,,,,,,,
,00:20:03,169,,,,,,,,,
,00:20:04,170,,,,,,,,,
,00:20:05,170,,,,,,,,,
,00:20:06,171,,,,,,,,,
,00:20:07,171,,,,,,,,,
,00:20:08,171,,,,,,,,,
,00:20:09,171,,,,,,,,,
,00:20:10,171,,,,,,,,,
,00:20:11,170,,,,,,,,,
,00:20:12,167,,,,,,,,,
,00:20:13,167,,,,,,,,,
,00:20:14,165,,,,,,,,,
,00:20:15,163,,,,,,,,,
,00:20:16,163,,,,,,,,,
,00:20:17,161,,,,,,,,,
,00:20:18,160,,,,,,,,,
,00:20:19,160,,,,,,,,,
,00:20:20,160,,,,,,,,,
,00:20:21,158,,,,,,,,,
,00:20:22,158,,,,,,,,,
,00:20:23,157,,,,,,,,,
,00:20:24,157,,,,,,,,,
,00:20:25,157,,,,,,,,,
,00:20:26,157,,,,,,,,,
,00:20:27,155,,,,,,,,,
,00:20:28,155,,,,,,,,,
,00:20:29,154,,,,,,,,,
,00:20:30,154,,,,,,,,,
,00:20:31,154,,,,,,,,,
,00:20:32,154,,,,,,,,,
,00:20:33,151,,,,,,,,,
,00:20:34,151,,,,,,,,,
,00:20:35,149,,,,,,,,,
,00:20:36,149,,,,,,,,,
,00:20:37,149,,,,,,,,,
,00:20:38,147,,,,,,,,,
,00:20:39,147,,,,,,,,,
,00:20:40,146,,,,,,,,,
,00:20:41,146,,,,,,,,,
,00:20:42,145,,,,,,,,,
,00:20:43,145,,,,,,,,,
,00:20:44,145,,,,,,,,,
,00:20:45,145,,,,,,,,,
,00:20:46,145,,,,,,,,,
,00:20:47,145,,,,,,,,,
,00:20:48,145,,,,,,,,,
,00:20:49,145,,,,,,,,,
,00:20:50,145,,,,,,,,,
,00:20:51,145,,,,,,,,,
,00:20:52,142,,,,,,,,,
,00:20:53,142,,,,,,,,,
,00:20:54,140,,,,,,,,,
,00:20:55,140,,,,,,,,,
,00:20:56,140,,,,,,,,,
,00:20:57,140,,,,,,,,,
,00:20:58,139,,,,,,,,,
,00:20:59,139,,,,,,,,,
,00:21:00,136,,,,,,,,,
,00:21:01,136,,,,,,,,,
,00:21:02,133,,,,,,,,,
,00:21:03,133,,,,,,,,,
,00:21:04,134,,,,,,,,,
,00:21:05,134,,,,,,,,,
,00:21:06,134,,,,,,,,,
,00:21:07,134,,,,,,,,,
,00:21:08,132,,,,,,,,,
,00:21:09,132,,,,,,,,,
,00:21:10,130,,,,,,,,,
,00:21:11,129,,,,,,,,,
,00:21:12,129,,,,,,,,,
,00:21:13,129,,,,,,,,,
,00:21:14,128,,,,,,,,,
,00:21:15,127,,,,,,,,,
,00:21:16,127,,,,,,,,,
,00:21:17,127,,,,,,,,,
,00:21:18,128,,,,,,,,,
,00:21:19,130,,,,,,,,,
,00:21:20,131,,,,,,,,,
,00:21:21,132,,,,,,,,,
,00:21:22,132,,,,,,,,,
,00:21:23,132,,,,,,,,,
,00:21:24,132,,,,,,,,,
,00:21:25,132,,,,,,,,,
,00:21:26,130,,,,,,,,,
,00:21:27,130,,,,,,,,,
,00:21:28,129,,,,,,,,,
,00:21:29,127,,,,,,,,,
,00:21:30,127,,,,,,,,,
,00:21:31,126,,,,,,,,,
,00:21:32,126,,,,,,,,,
,00:21:33,126,,,,,,,,,
,00:21:34,125,,,,,,,,,
,00:21:35,125,,,,,,,,,
,00:21:36,125,,,,,,,,,
,00:21:37,125,,,,,,,,,
,00:21:38,125,,,,,,,,,
,00:21:39,126,,,,,,,,,
,00:21:40,127,,,,,,,,,
,00:21:41,127,,,,,,,,,
,00:21:42,125,,,,,,,,,
,00:21:43,122,,,,,,,,,
,00:21:44,122,,,,,,,,,
,00:21:45,122,,,,,,,,,
,00:21:46,123,,,,,,,,,
,00:21:47,124,,,,,,,,,
,00:21:48,125,,,,,,,,,
,00:21:49,125,,,,,,,,,
,00:21:50,125,,,,,,,,,
,00:21:51,125,,,,,,,,,
,00:21:52,123,,,,,,,,,
,00:21:53,123,,,,,,,,,
,00:21:54,123,,,,,,,,,
,00:21:55,122,,,,,,,,,
,00:21:56,122,,,,,,,,,
,00:21:57,121,,,,,,,,,
,00:21:58,121,,,,,,,,,
,00:21:59,123,,,,,,,,,
,00:22:00,123,,,,,,,,,
,00:22:01,125,,,,,,,,,
,00:22:02,128,,,,,,,,,
,00:22:03,130,,,,,,,,,
,00:22:04,130,,,,,,,,,
,00:22:05,130,,,,,,,,,
,00:22:06,134,,,,,,,,,
,00:22:07,134,,,,,,,,,
,00:22:08,134,,,,,,,,,
,00:22:09,133,,,,,,,,,
,00:22:10,132,,,,,,,,,
,00:22:11,132,,,,,,,,,
,00:22:12,128,,,,,,,,,
,00:22:13,128,,,,,,,,,
,00:22:14,128,,,,,,,,,
,00:22:15,130,,,,,,,,,
,00:22:16,130,,,,,,,,,
,00:22:17,130,,,,,,,,,
,00:22:18,134,,,,,,,,,
,00:22:19,134,,,,,,,,,
,00:22:20,134,,,,,,,,,
,00:22:21,133,,,,,,,,,
,00:22:22,132,,,,,,,,,
,00:22:23,132,,,,,,,,,
,00:22:24,132,,,,,,,,,
,00:22:25,133,,,,,,,,,
,00:22:26,133,,,,,,,,,
,00:22:27,135,,,,,,,,,
,00:22:28,138,,,,,,,,,
,00:22:29,138,,,,,,,,,
,00:22:30,140,,,,,,,,,
,00:22:31,140,,,,,,,,,
,00:22:32,141,,,,,,,,,
,00:22:33,141,,,,,,,,,
,00:22:34,142,,,,,,,,,
,00:22:35,142,,,,,,,,,
,00:22:36,143,,,,,,,,,
,00:22:37,143,,,,,,,,,
,00:22:38,148,,,,,,,,,
,00:22:39,148,,,,,,,,,
,00:22:40,151,,,,,,,,,
,00:22:41,151,,,,,,,,,
,00:22:42,156,,,,,,,,,
,00:22:43,156,,,,,,,,,
,00:22:44,158,,,,,,,,,
,00:22:45,160,,,,,,,,,
,00:22:46,161,,,,,,,,,
,00:22:47,162,,,,,,,,,
,00:22:48,163,,,,,,,,,
,00:22:49,164,,,,,,,,,
,00:22:50,164,,,,,,,,,
,00:22:51,165,,,,,,,,,
,00:22:52,166,,,,,,,,,
,00:22:53,166,,,,,,,,,
,00:22:54,168,,,,,,,,,
,00:22:55,168,,,,,,,,,
,00:22:56,168,,,,,,,,,
,00:22:57,170,,,,,,,,,
,00:22:58,170,,,,,,,,,
,00:22:59,170,,,,,,,,,
,00:23:00,172,,,,,,,,,
,00:23:01,172,,,,,,,,,
,00:23:02,172,,,,,,,,,
,00:23:03,171,,,,,,,,,
,00:23:04,171,,,,,,,,,
,00:23:05,167,,,,,,,,,
,00:23:06,167,,,,,,,,,
,00:23:07,165,,,,,,,,,
,00:23:08,165,,,,,,,,,
,00:23:09,164,,,,,,,,,
,00:23:10,162,,,,,,,,,
,00:23:11,162,,,,,,,,,
,00:23:12,161,,,,,,,,,
,00:23:13,161,,,,,,,,,
,00:23:14,160,,,,,,,,,
,00:23:15,160,,,,,,,,,
,00:23:16,160,,,,,,,,,
,00:23:17,160,,,,,,,,,
,00:23:18,159,,,,,,,,,
,00:23:19,158,,,,,,,,,
,00:23:20,158,,,,,,,,,
,00:23:21,157,,,,,,,,,
,00:23:22,154,,,,,,,,,
,00:23:23,154,,,,,,,,,
,00:23:24,154,,,,,,,,,
,00:23:25,154,,,,,,,,,
,00:23:26,153,,,,,,,,,
,00:23:27,153,,,,,,,,,
,00:23:28,152,,,,,,,,,
,00:23:29,152,,,,,,,,,
,00:23:30,151,,,,,,,,,
,00:23:31,149,,,,,,,,,
,00:23:32,149,,,,,,,,,
,00:23:33,149,,,,,,,,,
,00:23:34,148,,,,,,,,,
,00:23:35,148,,,,,,,,,
,00:23:36,148,,,,,,,,,
,00:23:37,148,,,,,,,,,
,00:23:38,146,,,,,,,,,
,00:23:39,145,,,,,,,,,
,00:23:40,145,,,,,,,,,
,00:23:41,144,,,,,,,,,
,00:23:42,144,,,,,,,,,
,00:23:43,144,,,,,,,,,
,00:23:44,144,,,,,,,,,
,00:23:45,148,,,,,,,,,
,00:23:46,149,,,,,,,,,
,00:23:47,150,,,,,,,,,
,00:23:48,150,,,,,,,,,
,00:23:49,150,,,,,,,,,
,00:23:50,150,,,,,,,,,
,00:23:51,148,,,,,,,,,
,00:23:52,147,,,,,,,,,
,00:23:53,147,,,,,,,,,
,00:23:54,143,,,,,,,,,
,00:23:55,141,,,,,,,,,
,00:23:56,141,,,,,,,,,
,00:23:57,140,,,,,,,,,
,00:23:58,140,,,,,,,,,
,00:23:59,140,,,,,,,,,
,00:24:00,142,,,,,,,,,
,00:24:01,142,,,,,,,,,
,00:24:02,142,,,,,,,,,
,00:24:03,140,,,,,,,,,
,00:24:04,140,,,,,,,,,
,00:24:05,139,,,,,,,,,
,00:24:06,138,,,,,,,,,
,00:24:07,138,,,,,,,,,
,00:24:08,139,,,,,,,,,
,00:24:09,139,,,,,,,,,
,00:24:10,139,,,,,,,,,
,00:24:11,139,,,,,,,,,
,00:24:12,138,,,,,,,,,
,00:24:13,138,,,,,,,,,
,00:24:14,138,,,,,,,,,
,00:24:15,138,,,,,,,,,
,00:24:16,136,,,,,,,,,
,00:24:17,136,,,,,,,,,
,00:24:18,133,,,,,,,,,
,00:24:19,131,,,,,,,,,
,00:24:20,131,,,,,,,,,
,00:24:21,131,,,,,,,,,
,00:24:22,131,,,,,,,,,
,00:24:23,130,,,,,,,,,
,00:24:24,127,,,,,,,,,
,00:24:25,109,,,,,,,,,
,00:24:26,109,,,,,,,,,
,00:24:27,107,,,,,,,,,
,00:24:28,107,,,,,,,,,
,00:24:29,111,,,,,,,,,
,00:24:30,111,,,,,,,,,
,00:24:31,115,,,,,,,,,
,00:24:32,115,,,,,,,,,
,00:24:33,121,,,,,,,,,
,00:24:34,121,,,,,,,,,
,00:24:35,123,,,,,,,,,
,00:24:36,123,,,,,,,,,
,00:24:37,123,,,,,,,,,
,00:24:38,123,,,,,,,,,
,00:24:39,126,,,,,,,,,
,00:24:40,127,,,,,,,,,
,00:24:41,128,,,,,,,,,
,00:24:42,128,,,,,,,,,
,00:24:43,127,,,,,,,,,
,00:24:44,126,,,,,,,,,
,00:24:45,126,,,,,,,,,
,00:24:46,125,,,,,,,,,
,00:24:47,125,,,,,,,,,
,00:24:48,122,,,,,,,,,
,00:24:49,122,,,,,,,,,
,00:24:50,122,,,,,,,,,
