Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,20-06-2025,17:25:41,00:30:36,,142,,,,,343,,,,,,,,,,"max back squats at 165lbs
max pull up
10 db strict push press
rest 2 minutes

12 by 12 all 5 rounds",175.0,78.0,188,55,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:12:17,169,,,,,,,,,
,00:12:18,170,,,,,,,,,
,00:12:19,171,,,,,,,,,
,00:12:20,171,,,,,,,,,
,00:12:21,172,,,,,,,,,
,00:12:22,172,,,,,,,,,
,00:12:23,172,,,,,,,,,
,00:12:24,173,,,,,,,,,
,00:12:25,173,,,,,,,,,
,00:12:26,173,,,,,,,,,
,00:12:27,173,,,,,,,,,
,00:12:28,173,,,,,,,,,
,00:12:29,173,,,,,,,,,
,00:12:30,173,,,,,,,,,
,00:12:31,173,,,,,,,,,
,00:12:32,174,,,,,,,,,
,00:12:33,174,,,,,,,,,
,00:12:34,174,,,,,,,,,
,00:12:35,174,,,,,,,,,
,00:12:36,172,,,,,,,,,
,00:12:37,172,,,,,,,,,
,00:12:38,171,,,,,,,,,
,00:12:39,171,,,,,,,,,
,00:12:40,170,,,,,,,,,
,00:12:41,169,,,,,,,,,
,00:12:42,169,,,,,,,,,
,00:12:43,169,,,,,,,,,
,00:12:44,169,,,,,,,,,
,00:12:45,168,,,,,,,,,
,00:12:46,167,,,,,,,,,
,00:12:47,167,,,,,,,,,
,00:12:48,167,,,,,,,,,
,00:12:49,167,,,,,,,,,
,00:12:50,167,,,,,,,,,
,00:12:51,166,,,,,,,,,
,00:12:52,166,,,,,,,,,
,00:12:53,165,,,,,,,,,
,00:12:54,165,,,,,,,,,
,00:12:55,165,,,,,,,,,
,00:12:56,165,,,,,,,,,
,00:12:57,165,,,,,,,,,
,00:12:58,165,,,,,,,,,
,00:12:59,166,,,,,,,,,
,00:13:00,166,,,,,,,,,
,00:13:01,166,,,,,,,,,
,00:13:02,164,,,,,,,,,
,00:13:03,164,,,,,,,,,
,00:13:04,162,,,,,,,,,
,00:13:05,162,,,,,,,,,
,00:13:06,160,,,,,,,,,
,00:13:07,160,,,,,,,,,
,00:13:08,160,,,,,,,,,
,00:13:09,160,,,,,,,,,
,00:13:10,159,,,,,,,,,
,00:13:11,159,,,,,,,,,
,00:13:12,160,,,,,,,,,
,00:13:13,159,,,,,,,,,
,00:13:14,159,,,,,,,,,
,00:13:15,159,,,,,,,,,
,00:13:16,158,,,,,,,,,
,00:13:17,158,,,,,,,,,
,00:13:18,158,,,,,,,,,
,00:13:19,158,,,,,,,,,
,00:13:20,158,,,,,,,,,
,00:13:21,157,,,,,,,,,
,00:13:22,157,,,,,,,,,
,00:13:23,157,,,,,,,,,
,00:13:24,150,,,,,,,,,
,00:13:25,150,,,,,,,,,
,00:13:26,145,,,,,,,,,
,00:13:27,145,,,,,,,,,
,00:13:28,146,,,,,,,,,
,00:13:29,145,,,,,,,,,
,00:13:30,143,,,,,,,,,
,00:13:31,143,,,,,,,,,
,00:13:32,143,,,,,,,,,
,00:13:33,144,,,,,,,,,
,00:13:34,144,,,,,,,,,
,00:13:35,146,,,,,,,,,
,00:13:36,146,,,,,,,,,
,00:13:37,146,,,,,,,,,
,00:13:38,149,,,,,,,,,
,00:13:39,149,,,,,,,,,
,00:13:40,150,,,,,,,,,
,00:13:41,150,,,,,,,,,
,00:13:42,148,,,,,,,,,
,00:13:43,147,,,,,,,,,
,00:13:44,147,,,,,,,,,
,00:13:45,146,,,,,,,,,
,00:13:46,146,,,,,,,,,
,00:13:47,146,,,,,,,,,
,00:13:48,146,,,,,,,,,
,00:13:49,147,,,,,,,,,
,00:13:50,147,,,,,,,,,
,00:13:51,147,,,,,,,,,
,00:13:52,145,,,,,,,,,
,00:13:53,145,,,,,,,,,
,00:13:54,144,,,,,,,,,
,00:13:55,144,,,,,,,,,
,00:13:56,144,,,,,,,,,
,00:13:57,143,,,,,,,,,
,00:13:58,142,,,,,,,,,
,00:13:59,142,,,,,,,,,
,00:14:00,141,,,,,,,,,
,00:14:01,142,,,,,,,,,
,00:14:02,142,,,,,,,,,
,00:14:03,143,,,,,,,,,
,00:14:04,142,,,,,,,,,
,00:14:05,142,,,,,,,,,
,00:14:06,142,,,,,,,,,
,00:14:07,142,,,,,,,,,
,00:14:08,141,,,,,,,,,
,00:14:09,141,,,,,,,,,
,00:14:10,140,,,,,,,,,
,00:14:11,140,,,,,,,,,
,00:14:12,140,,,,,,,,,
,00:14:13,139,,,,,,,,,
,00:14:14,139,,,,,,,,,
,00:14:15,137,,,,,,,,,
,00:14:16,137,,,,,,,,,
,00:14:17,134,,,,,,,,,
,00:14:18,134,,,,,,,,,
,00:14:19,134,,,,,,,,,
,00:14:20,133,,,,,,,,,
,00:14:21,133,,,,,,,,,
,00:14:22,133,,,,,,,,,
,00:14:23,132,,,,,,,,,
,00:14:24,132,,,,,,,,,
,00:14:25,131,,,,,,,,,
,00:14:26,131,,,,,,,,,
,00:14:27,128,,,,,,,,,
,00:14:28,126,,,,,,,,,
,00:14:29,126,,,,,,,,,
,00:14:30,126,,,,,,,,,
,00:14:31,126,,,,,,,,,
,00:14:32,126,,,,,,,,,
,00:14:33,126,,,,,,,,,
,00:14:34,126,,,,,,,,,
,00:14:35,126,,,,,,,,,
,00:14:36,126,,,,,,,,,
,00:14:37,126,,,,,,,,,
,00:14:38,126,,,,,,,,,
,00:14:39,126,,,,,,,,,
,00:14:40,125,,,,,,,,,
,00:14:41,125,,,,,,,,,
,00:14:42,124,,,,,,,,,
,00:14:43,124,,,,,,,,,
,00:14:44,124,,,,,,,,,
,00:14:45,123,,,,,,,,,
,00:14:46,123,,,,,,,,,
,00:14:47,123,,,,,,,,,
,00:14:48,123,,,,,,,,,
,00:14:49,123,,,,,,,,,
,00:14:50,122,,,,,,,,,
,00:14:51,122,,,,,,,,,
,00:14:52,123,,,,,,,,,
,00:14:53,123,,,,,,,,,
,00:14:54,126,,,,,,,,,
,00:14:55,126,,,,,,,,,
,00:14:56,126,,,,,,,,,
,00:14:57,128,,,,,,,,,
,00:14:58,128,,,,,,,,,
,00:14:59,128,,,,,,,,,
,00:15:00,128,,,,,,,,,
,00:15:01,128,,,,,,,,,
,00:15:02,128,,,,,,,,,
,00:15:03,126,,,,,,,,,
,00:15:04,125,,,,,,,,,
,00:15:05,125,,,,,,,,,
,00:15:06,125,,,,,,,,,
,00:15:07,125,,,,,,,,,
,00:15:08,125,,,,,,,,,
,00:15:09,122,,,,,,,,,
,00:15:10,122,,,,,,,,,
,00:15:11,122,,,,,,,,,
,00:15:12,123,,,,,,,,,
,00:15:13,123,,,,,,,,,
,00:15:14,123,,,,,,,,,
,00:15:15,123,,,,,,,,,
,00:15:16,123,,,,,,,,,
,00:15:17,123,,,,,,,,,
,00:15:18,123,,,,,,,,,
,00:15:19,123,,,,,,,,,
,00:15:20,123,,,,,,,,,
,00:15:21,124,,,,,,,,,
,00:15:22,124,,,,,,,,,
,00:15:23,126,,,,,,,,,
,00:15:24,126,,,,,,,,,
,00:15:25,126,,,,,,,,,
,00:15:26,126,,,,,,,,,
,00:15:27,128,,,,,,,,,
,00:15:28,129,,,,,,,,,
,00:15:29,130,,,,,,,,,
,00:15:30,130,,,,,,,,,
,00:15:31,129,,,,,,,,,
,00:15:32,129,,,,,,,,,
,00:15:33,129,,,,,,,,,
,00:15:34,128,,,,,,,,,
,00:15:35,128,,,,,,,,,
,00:15:36,129,,,,,,,,,
,00:15:37,129,,,,,,,,,
,00:15:38,129,,,,,,,,,
,00:15:39,130,,,,,,,,,
,00:15:40,130,,,,,,,,,
,00:15:41,130,,,,,,,,,
,00:15:42,130,,,,,,,,,
,00:15:43,133,,,,,,,,,
,00:15:44,133,,,,,,,,,
,00:15:45,135,,,,,,,,,
,00:15:46,135,,,,,,,,,
,00:15:47,135,,,,,,,,,
,00:15:48,136,,,,,,,,,
,00:15:49,136,,,,,,,,,
,00:15:50,137,,,,,,,,,
,00:15:51,137,,,,,,,,,
,00:15:52,137,,,,,,,,,
,00:15:53,140,,,,,,,,,
,00:15:54,140,,,,,,,,,
,00:15:55,143,,,,,,,,,
,00:15:56,143,,,,,,,,,
,00:15:57,143,,,,,,,,,
,00:15:58,145,,,,,,,,,
,00:15:59,145,,,,,,,,,
,00:16:00,148,,,,,,,,,
,00:16:01,148,,,,,,,,,
,00:16:02,150,,,,,,,,,
,00:16:03,150,,,,,,,,,
,00:16:04,152,,,,,,,,,
,00:16:05,154,,,,,,,,,
,00:16:06,154,,,,,,,,,
,00:16:07,158,,,,,,,,,
,00:16:08,158,,,,,,,,,
,00:16:09,160,,,,,,,,,
,00:16:10,160,,,,,,,,,
,00:16:11,162,,,,,,,,,
,00:16:12,162,,,,,,,,,
,00:16:13,163,,,,,,,,,
,00:16:14,163,,,,,,,,,
,00:16:15,164,,,,,,,,,
,00:16:16,165,,,,,,,,,
,00:16:17,165,,,,,,,,,
,00:16:18,165,,,,,,,,,
,00:16:19,166,,,,,,,,,
,00:16:20,167,,,,,,,,,
,00:16:21,167,,,,,,,,,
,00:16:22,168,,,,,,,,,
,00:16:23,169,,,,,,,,,
,00:16:24,169,,,,,,,,,
,00:16:25,169,,,,,,,,,
,00:16:26,168,,,,,,,,,
,00:16:27,168,,,,,,,,,
,00:16:28,168,,,,,,,,,
,00:16:29,167,,,,,,,,,
,00:16:30,168,,,,,,,,,
,00:16:31,167,,,,,,,,,
,00:16:32,167,,,,,,,,,
,00:16:33,168,,,,,,,,,
,00:16:34,168,,,,,,,,,
,00:16:35,168,,,,,,,,,
,00:16:36,168,,,,,,,,,
,00:16:37,168,,,,,,,,,
,00:16:38,168,,,,,,,,,
,00:16:39,168,,,,,,,,,
,00:16:40,168,,,,,,,,,
,00:16:41,168,,,,,,,,,
,00:16:42,166,,,,,,,,,
,00:16:43,165,,,,,,,,,
,00:16:44,165,,,,,,,,,
,00:16:45,165,,,,,,,,,
,00:16:46,165,,,,,,,,,
,00:16:47,165,,,,,,,,,
,00:16:48,165,,,,,,,,,
,00:16:49,165,,,,,,,,,
,00:16:50,165,,,,,,,,,
,00:16:51,165,,,,,,,,,
,00:16:52,165,,,,,,,,,
,00:16:53,167,,,,,,,,,
,00:16:54,167,,,,,,,,,
,00:16:55,167,,,,,,,,,
,00:16:56,168,,,,,,,,,
,00:16:57,169,,,,,,,,,
,00:16:58,169,,,,,,,,,
,00:16:59,171,,,,,,,,,
,00:17:00,171,,,,,,,,,
,00:17:01,171,,,,,,,,,
,00:17:02,171,,,,,,,,,
,00:17:03,173,,,,,,,,,
,00:17:04,173,,,,,,,,,
,00:17:05,174,,,,,,,,,
,00:17:06,174,,,,,,,,,
,00:17:07,175,,,,,,,,,
,00:17:08,175,,,,,,,,,
,00:17:09,175,,,,,,,,,
,00:17:10,175,,,,,,,,,
,00:17:11,175,,,,,,,,,
,00:17:12,175,,,,,,,,,
,00:17:13,176,,,,,,,,,
,00:17:14,176,,,,,,,,,
,00:17:15,176,,,,,,,,,
,00:17:16,176,,,,,,,,,
,00:17:17,176,,,,,,,,,
,00:17:18,177,,,,,,,,,
,00:17:19,177,,,,,,,,,
,00:17:20,177,,,,,,,,,
,00:17:21,176,,,,,,,,,
,00:17:22,176,,,,,,,,,
,00:17:23,175,,,,,,,,,
,00:17:24,175,,,,,,,,,
,00:17:25,174,,,,,,,,,
,00:17:26,174,,,,,,,,,
,00:17:27,174,,,,,,,,,
,00:17:28,173,,,,,,,,,
,00:17:29,174,,,,,,,,,
,00:17:30,174,,,,,,,,,
,00:17:31,174,,,,,,,,,
,00:17:32,172,,,,,,,,,
,00:17:33,172,,,,,,,,,
,00:17:34,172,,,,,,,,,
,00:17:35,172,,,,,,,,,
,00:17:36,172,,,,,,,,,
,00:17:37,172,,,,,,,,,
,00:17:38,172,,,,,,,,,
,00:17:39,172,,,,,,,,,
,00:17:40,172,,,,,,,,,
,00:17:41,173,,,,,,,,,
,00:17:42,173,,,,,,,,,
,00:17:43,172,,,,,,,,,
,00:17:44,171,,,,,,,,,
,00:17:45,171,,,,,,,,,
,00:17:46,171,,,,,,,,,
,00:17:47,171,,,,,,,,,
,00:17:48,170,,,,,,,,,
,00:17:49,170,,,,,,,,,
,00:17:50,169,,,,,,,,,
,00:17:51,169,,,,,,,,,
,00:17:52,167,,,,,,,,,
,00:17:53,167,,,,,,,,,
,00:17:54,162,,,,,,,,,
,00:17:55,160,,,,,,,,,
,00:17:56,160,,,,,,,,,
,00:17:57,160,,,,,,,,,
,00:17:58,160,,,,,,,,,
,00:17:59,158,,,,,,,,,
,00:18:00,158,,,,,,,,,
,00:18:01,156,,,,,,,,,
,00:18:02,156,,,,,,,,,
,00:18:03,153,,,,,,,,,
,00:18:04,151,,,,,,,,,
,00:18:05,150,,,,,,,,,
,00:18:06,149,,,,,,,,,
,00:18:07,149,,,,,,,,,
,00:18:08,147,,,,,,,,,
,00:18:09,147,,,,,,,,,
,00:18:10,146,,,,,,,,,
,00:18:11,145,,,,,,,,,
,00:18:12,145,,,,,,,,,
,00:18:13,144,,,,,,,,,
,00:18:14,144,,,,,,,,,
,00:18:15,144,,,,,,,,,
,00:18:16,146,,,,,,,,,
,00:18:17,147,,,,,,,,,
,00:18:18,147,,,,,,,,,
,00:18:19,148,,,,,,,,,
,00:18:20,148,,,,,,,,,
,00:18:21,150,,,,,,,,,
,00:18:22,150,,,,,,,,,
,00:18:23,152,,,,,,,,,
,00:18:24,154,,,,,,,,,
,00:18:25,154,,,,,,,,,
,00:18:26,155,,,,,,,,,
,00:18:27,155,,,,,,,,,
,00:18:28,157,,,,,,,,,
,00:18:29,157,,,,,,,,,
,00:18:30,157,,,,,,,,,
,00:18:31,157,,,,,,,,,
,00:18:32,156,,,,,,,,,
,00:18:33,156,,,,,,,,,
,00:18:34,156,,,,,,,,,
,00:18:35,156,,,,,,,,,
,00:18:36,155,,,,,,,,,
,00:18:37,155,,,,,,,,,
,00:18:38,155,,,,,,,,,
,00:18:39,155,,,,,,,,,
,00:18:40,154,,,,,,,,,
,00:18:41,152,,,,,,,,,
,00:18:42,152,,,,,,,,,
,00:18:43,151,,,,,,,,,
,00:18:44,149,,,,,,,,,
,00:18:45,149,,,,,,,,,
,00:18:46,148,,,,,,,,,
,00:18:47,148,,,,,,,,,
,00:18:48,148,,,,,,,,,
,00:18:49,148,,,,,,,,,
,00:18:50,147,,,,,,,,,
,00:18:51,147,,,,,,,,,
,00:18:52,147,,,,,,,,,
,00:18:53,144,,,,,,,,,
,00:18:54,143,,,,,,,,,
,00:18:55,143,,,,,,,,,
,00:18:56,142,,,,,,,,,
,00:18:57,142,,,,,,,,,
,00:18:58,141,,,,,,,,,
,00:18:59,141,,,,,,,,,
,00:19:00,142,,,,,,,,,
,00:19:01,142,,,,,,,,,
,00:19:02,143,,,,,,,,,
,00:19:03,142,,,,,,,,,
,00:19:04,142,,,,,,,,,
,00:19:05,141,,,,,,,,,
,00:19:06,141,,,,,,,,,
,00:19:07,141,,,,,,,,,
,00:19:08,141,,,,,,,,,
,00:19:09,141,,,,,,,,,
,00:19:10,141,,,,,,,,,
,00:19:11,139,,,,,,,,,
,00:19:12,138,,,,,,,,,
,00:19:13,137,,,,,,,,,
,00:19:14,137,,,,,,,,,
,00:19:15,135,,,,,,,,,
,00:19:16,135,,,,,,,,,
,00:19:17,133,,,,,,,,,
,00:19:18,133,,,,,,,,,
,00:19:19,134,,,,,,,,,
,00:19:20,134,,,,,,,,,
,00:19:21,135,,,,,,,,,
,00:19:22,135,,,,,,,,,
,00:19:23,136,,,,,,,,,
,00:19:24,136,,,,,,,,,
,00:19:25,136,,,,,,,,,
,00:19:26,136,,,,,,,,,
,00:19:27,137,,,,,,,,,
,00:19:28,137,,,,,,,,,
,00:19:29,137,,,,,,,,,
,00:19:30,138,,,,,,,,,
,00:19:31,138,,,,,,,,,
,00:19:32,138,,,,,,,,,
,00:19:33,138,,,,,,,,,
,00:19:34,136,,,,,,,,,
,00:19:35,134,,,,,,,,,
,00:19:36,134,,,,,,,,,
,00:19:37,133,,,,,,,,,
,00:19:38,133,,,,,,,,,
,00:19:39,133,,,,,,,,,
,00:19:40,133,,,,,,,,,
,00:19:41,133,,,,,,,,,
,00:19:42,133,,,,,,,,,
,00:19:43,134,,,,,,,,,
,00:19:44,135,,,,,,,,,
,00:19:45,135,,,,,,,,,
,00:19:46,135,,,,,,,,,
,00:19:47,135,,,,,,,,,
,00:19:48,135,,,,,,,,,
,00:19:49,135,,,,,,,,,
,00:19:50,136,,,,,,,,,
,00:19:51,136,,,,,,,,,
,00:19:52,137,,,,,,,,,
,00:19:53,137,,,,,,,,,
,00:19:54,137,,,,,,,,,
,00:19:55,137,,,,,,,,,
,00:19:56,136,,,,,,,,,
,00:19:57,136,,,,,,,,,
,00:19:58,136,,,,,,,,,
,00:19:59,136,,,,,,,,,
,00:20:00,136,,,,,,,,,
,00:20:01,135,,,,,,,,,
,00:20:02,135,,,,,,,,,
,00:20:03,135,,,,,,,,,
,00:20:04,134,,,,,,,,,
,00:20:05,134,,,,,,,,,
,00:20:06,134,,,,,,,,,
,00:20:07,132,,,,,,,,,
,00:20:08,132,,,,,,,,,
,00:20:09,132,,,,,,,,,
,00:20:10,132,,,,,,,,,
,00:20:11,134,,,,,,,,,
,00:20:12,135,,,,,,,,,
,00:20:13,135,,,,,,,,,
,00:20:14,134,,,,,,,,,
,00:20:15,134,,,,,,,,,
,00:20:16,133,,,,,,,,,
,00:20:17,133,,,,,,,,,
,00:20:18,133,,,,,,,,,
,00:20:19,130,,,,,,,,,
,00:20:20,131,,,,,,,,,
,00:20:21,132,,,,,,,,,
,00:20:22,133,,,,,,,,,
,00:20:23,133,,,,,,,,,
,00:20:24,134,,,,,,,,,
,00:20:25,136,,,,,,,,,
,00:20:26,136,,,,,,,,,
,00:20:27,134,,,,,,,,,
,00:20:28,134,,,,,,,,,
,00:20:29,133,,,,,,,,,
,00:20:30,130,,,,,,,,,
,00:20:31,130,,,,,,,,,
,00:20:32,128,,,,,,,,,
,00:20:33,127,,,,,,,,,
,00:20:34,127,,,,,,,,,
,00:20:35,126,,,,,,,,,
,00:20:36,126,,,,,,,,,
,00:20:37,126,,,,,,,,,
,00:20:38,126,,,,,,,,,
,00:20:39,127,,,,,,,,,
,00:20:40,127,,,,,,,,,
,00:20:41,127,,,,,,,,,
,00:20:42,127,,,,,,,,,
,00:20:43,127,,,,,,,,,
,00:20:44,126,,,,,,,,,
,00:20:45,125,,,,,,,,,
,00:20:46,125,,,,,,,,,
,00:20:47,126,,,,,,,,,
,00:20:48,126,,,,,,,,,
,00:20:49,126,,,,,,,,,
,00:20:50,127,,,,,,,,,
,00:20:51,127,,,,,,,,,
,00:20:52,129,,,,,,,,,
,00:20:53,129,,,,,,,,,
,00:20:54,130,,,,,,,,,
,00:20:55,130,,,,,,,,,
,00:20:56,131,,,,,,,,,
,00:20:57,132,,,,,,,,,
,00:20:58,132,,,,,,,,,
,00:20:59,133,,,,,,,,,
,00:21:00,133,,,,,,,,,
,00:21:01,133,,,,,,,,,
,00:21:02,133,,,,,,,,,
,00:21:03,133,,,,,,,,,
,00:21:04,134,,,,,,,,,
,00:21:05,134,,,,,,,,,
,00:21:06,133,,,,,,,,,
,00:21:07,131,,,,,,,,,
,00:21:08,131,,,,,,,,,
,00:21:09,130,,,,,,,,,
,00:21:10,132,,,,,,,,,
,00:21:11,132,,,,,,,,,
,00:21:12,134,,,,,,,,,
,00:21:13,139,,,,,,,,,
,00:21:14,140,,,,,,,,,
,00:21:15,140,,,,,,,,,
,00:21:16,144,,,,,,,,,
,00:21:17,144,,,,,,,,,
,00:21:18,144,,,,,,,,,
,00:21:19,148,,,,,,,,,
,00:21:20,148,,,,,,,,,
,00:21:21,149,,,,,,,,,
,00:21:22,149,,,,,,,,,
,00:21:23,151,,,,,,,,,
,00:21:24,151,,,,,,,,,
,00:21:25,153,,,,,,,,,
,00:21:26,153,,,,,,,,,
,00:21:27,153,,,,,,,,,
,00:21:28,155,,,,,,,,,
,00:21:29,157,,,,,,,,,
,00:21:30,157,,,,,,,,,
,00:21:31,159,,,,,,,,,
,00:21:32,159,,,,,,,,,
,00:21:33,161,,,,,,,,,
,00:21:34,161,,,,,,,,,
,00:21:35,162,,,,,,,,,
,00:21:36,162,,,,,,,,,
,00:21:37,162,,,,,,,,,
,00:21:38,162,,,,,,,,,
,00:21:39,162,,,,,,,,,
,00:21:40,165,,,,,,,,,
,00:21:41,165,,,,,,,,,
,00:21:42,166,,,,,,,,,
,00:21:43,166,,,,,,,,,
,00:21:44,167,,,,,,,,,
,00:21:45,168,,,,,,,,,
,00:21:46,168,,,,,,,,,
,00:21:47,169,,,,,,,,,
,00:21:48,169,,,,,,,,,
,00:21:49,170,,,,,,,,,
,00:21:50,170,,,,,,,,,
,00:21:51,169,,,,,,,,,
,00:21:52,168,,,,,,,,,
,00:21:53,168,,,,,,,,,
,00:21:54,168,,,,,,,,,
,00:21:55,168,,,,,,,,,
,00:21:56,169,,,,,,,,,
,00:21:57,169,,,,,,,,,
,00:21:58,169,,,,,,,,,
,00:21:59,170,,,,,,,,,
,00:22:00,170,,,,,,,,,
,00:22:01,171,,,,,,,,,
,00:22:02,171,,,,,,,,,
,00:22:03,170,,,,,,,,,
,00:22:04,170,,,,,,,,,
,00:22:05,170,,,,,,,,,
,00:22:06,170,,,,,,,,,
,00:22:07,168,,,,,,,,,
,00:22:08,168,,,,,,,,,
,00:22:09,168,,,,,,,,,
,00:22:10,168,,,,,,,,,
,00:22:11,168,,,,,,,,,
,00:22:12,168,,,,,,,,,
,00:22:13,167,,,,,,,,,
,00:22:14,167,,,,,,,,,
,00:22:15,167,,,,,,,,,
,00:22:16,165,,,,,,,,,
,00:22:17,165,,,,,,,,,
,00:22:18,166,,,,,,,,,
,00:22:19,166,,,,,,,,,
,00:22:20,166,,,,,,,,,
,00:22:21,166,,,,,,,,,
,00:22:22,167,,,,,,,,,
,00:22:23,168,,,,,,,,,
,00:22:24,169,,,,,,,,,
,00:22:25,170,,,,,,,,,
,00:22:26,170,,,,,,,,,
,00:22:27,170,,,,,,,,,
,00:22:28,171,,,,,,,,,
,00:22:29,171,,,,,,,,,
,00:22:30,173,,,,,,,,,
,00:22:31,173,,,,,,,,,
,00:22:32,175,,,,,,,,,
,00:22:33,175,,,,,,,,,
,00:22:34,175,,,,,,,,,
,00:22:35,176,,,,,,,,,
,00:22:36,176,,,,,,,,,
,00:22:37,176,,,,,,,,,
,00:22:38,177,,,,,,,,,
,00:22:39,177,,,,,,,,,
,00:22:40,178,,,,,,,,,
,00:22:41,178,,,,,,,,,
,00:22:42,178,,,,,,,,,
,00:22:43,179,,,,,,,,,
,00:22:44,179,,,,,,,,,
,00:22:45,179,,,,,,,,,
,00:22:46,179,,,,,,,,,
,00:22:47,179,,,,,,,,,
,00:22:48,179,,,,,,,,,
,00:22:49,177,,,,,,,,,
,00:22:50,177,,,,,,,,,
,00:22:51,177,,,,,,,,,
,00:22:52,176,,,,,,,,,
,00:22:53,175,,,,,,,,,
,00:22:54,175,,,,,,,,,
,00:22:55,174,,,,,,,,,
,00:22:56,173,,,,,,,,,
,00:22:57,171,,,,,,,,,
,00:22:58,171,,,,,,,,,
,00:22:59,170,,,,,,,,,
,00:23:00,170,,,,,,,,,
,00:23:01,170,,,,,,,,,
,00:23:02,170,,,,,,,,,
,00:23:03,170,,,,,,,,,
,00:23:04,169,,,,,,,,,
,00:23:05,169,,,,,,,,,
,00:23:06,169,,,,,,,,,
,00:23:07,170,,,,,,,,,
,00:23:08,170,,,,,,,,,
,00:23:09,170,,,,,,,,,
,00:23:10,170,,,,,,,,,
,00:23:11,172,,,,,,,,,
,00:23:12,172,,,,,,,,,
,00:23:13,173,,,,,,,,,
,00:23:14,172,,,,,,,,,
,00:23:15,172,,,,,,,,,
,00:23:16,172,,,,,,,,,
,00:23:17,172,,,,,,,,,
,00:23:18,172,,,,,,,,,
,00:23:19,172,,,,,,,,,
,00:23:20,172,,,,,,,,,
,00:23:21,172,,,,,,,,,
,00:23:22,172,,,,,,,,,
,00:23:23,,,,,,,,,,
,00:23:24,,,,,,,,,,
,00:23:25,,,,,,,,,,
,00:23:26,,,,,,,,,,
,00:23:27,,,,,,,,,,
,00:23:28,,,,,,,,,,
,00:23:29,,,,,,,,,,
,00:23:30,,,,,,,,,,
,00:23:31,,,,,,,,,,
,00:23:32,,,,,,,,,,
,00:23:33,,,,,,,,,,
,00:23:34,,,,,,,,,,
,00:23:35,,,,,,,,,,
,00:23:36,,,,,,,,,,
,00:23:37,,,,,,,,,,
,00:23:38,,,,,,,,,,
,00:23:39,,,,,,,,,,
,00:23:40,,,,,,,,,,
,00:23:41,166,,,,,,,,,
,00:23:42,166,,,,,,,,,
,00:23:43,166,,,,,,,,,
,00:23:44,166,,,,,,,,,
,00:23:45,166,,,,,,,,,
,00:23:46,166,,,,,,,,,
,00:23:47,166,,,,,,,,,
,00:23:48,166,,,,,,,,,
,00:23:49,165,,,,,,,,,
,00:23:50,165,,,,,,,,,
,00:23:51,165,,,,,,,,,
,00:23:52,165,,,,,,,,,
,00:23:53,165,,,,,,,,,
,00:23:54,164,,,,,,,,,
,00:23:55,165,,,,,,,,,
,00:23:56,165,,,,,,,,,
,00:23:57,165,,,,,,,,,
,00:23:58,165,,,,,,,,,
,00:23:59,164,,,,,,,,,
,00:24:00,164,,,,,,,,,
,00:24:01,164,,,,,,,,,
,00:24:02,164,,,,,,,,,
,00:24:03,164,,,,,,,,,
,00:24:04,164,,,,,,,,,
,00:24:05,164,,,,,,,,,
,00:24:06,164,,,,,,,,,
,00:24:07,164,,,,,,,,,
,00:24:08,164,,,,,,,,,
,00:24:09,164,,,,,,,,,
,00:24:10,164,,,,,,,,,
,00:24:11,163,,,,,,,,,
,00:24:12,163,,,,,,,,,
,00:24:13,162,,,,,,,,,
,00:24:14,162,,,,,,,,,
,00:24:15,161,,,,,,,,,
,00:24:16,160,,,,,,,,,
,00:24:17,160,,,,,,,,,
,00:24:18,159,,,,,,,,,
,00:24:19,159,,,,,,,,,
,00:24:20,159,,,,,,,,,
,00:24:21,159,,,,,,,,,
,00:24:22,157,,,,,,,,,
,00:24:23,157,,,,,,,,,
,00:24:24,157,,,,,,,,,
,00:24:25,156,,,,,,,,,
,00:24:26,156,,,,,,,,,
,00:24:27,156,,,,,,,,,
,00:24:28,156,,,,,,,,,
,00:24:29,156,,,,,,,,,
,00:24:30,152,,,,,,,,,
,00:24:31,152,,,,,,,,,
,00:24:32,151,,,,,,,,,
,00:24:33,150,,,,,,,,,
,00:24:34,150,,,,,,,,,
,00:24:35,150,,,,,,,,,
,00:24:36,150,,,,,,,,,
,00:24:37,149,,,,,,,,,
,00:24:38,149,,,,,,,,,
,00:24:39,145,,,,,,,,,
,00:24:40,145,,,,,,,,,
,00:24:41,145,,,,,,,,,
,00:24:42,145,,,,,,,,,
,00:24:43,144,,,,,,,,,
,00:24:44,144,,,,,,,,,
,00:24:45,143,,,,,,,,,
,00:24:46,143,,,,,,,,,
,00:24:47,143,,,,,,,,,
,00:24:48,143,,,,,,,,,
,00:24:49,144,,,,,,,,,
,00:24:50,144,,,,,,,,,
,00:24:51,145,,,,,,,,,
,00:24:52,145,,,,,,,,,
,00:24:53,145,,,,,,,,,
,00:24:54,145,,,,,,,,,
