Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,22-09-2025,11:00:34,00:25:55,0.00,155,,,,,341,13,,,,,,,,,"5000 m row
19:35 time
1.57min 500m pace",175.0,78.0,188,,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:12:20,171,,,,,,,,,
,00:12:21,171,,,,,,,,,
,00:12:22,171,,,,,,,,,
,00:12:23,172,,,,,,,,,
,00:12:24,171,,,,,,,,,
,00:12:25,172,,,,,,,,,
,00:12:26,171,,,,,,,,,
,00:12:27,172,,,,,,,,,
,00:12:28,171,,,,,,,,,
,00:12:29,172,,,,,,,,,
,00:12:30,171,,,,,,,,,
,00:12:31,171,,,,,,,,,
,00:12:32,171,,,,,,,,,
,00:12:33,172,,,,,,,,,
,00:12:34,172,,,,,,,,,
,00:12:35,172,,,,,,,,,
,00:12:36,171,,,,,,,,,
,00:12:37,171,,,,,,,,,
,00:12:38,171,,,,,,,,,
,00:12:39,171,,,,,,,,,
,00:12:40,171,,,,,,,,,
,00:12:41,171,,,,,,,,,
,00:12:42,172,,,,,,,,,
,00:12:43,171,,,,,,,,,
,00:12:44,171,,,,,,,,,
,00:12:45,171,,,,,,,,,
,00:12:46,171,,,,,,,,,
,00:12:47,171,,,,,,,,,
,00:12:48,171,,,,,,,,,
,00:12:49,171,,,,,,,,,
,00:12:50,171,,,,,,,,,
,00:12:51,171,,,,,,,,,
,00:12:52,171,,,,,,,,,
,00:12:53,171,,,,,,,,,
,00:12:54,171,,,,,,,,,
,00:12:55,171,,,,,,,,,
,00:12:56,171,,,,,,,,,
,00:12:57,171,,,,,,,,,
,00:12:58,171,,,,,,,,,
,00:12:59,171,,,,,,,,,
,00:13:00,171,,,,,,,,,
,00:13:01,171,,,,,,,,,
,00:13:02,171,,,,,,,,,
,00:13:03,171,,,,,,,,,
,00:13:04,171,,,,,,,,,
,00:13:05,171,,,,,,,,,
,00:13:06,171,,,,,,,,,
,00:13:07,171,,,,,,,,,
,00:13:08,171,,,,,,,,,
,00:13:09,171,,,,,,,,,
,00:13:10,171,,,,,,,,,
,00:13:11,170,,,,,,,,,
,00:13:12,170,,,,,,,,,
,00:13:13,170,,,,,,,,,
,00:13:14,170,,,,,,,,,
,00:13:15,171,,,,,,,,,
,00:13:16,171,,,,,,,,,
,00:13:17,171,,,,,,,,,
,00:13:18,170,,,,,,,,,
,00:13:19,171,,,,,,,,,
,00:13:20,171,,,,,,,,,
,00:13:21,171,,,,,,,,,
,00:13:22,171,,,,,,,,,
,00:13:23,171,,,,,,,,,
,00:13:24,171,,,,,,,,,
,00:13:25,172,,,,,,,,,
,00:13:26,172,,,,,,,,,
,00:13:27,172,,,,,,,,,
,00:13:28,171,,,,,,,,,
,00:13:29,172,,,,,,,,,
,00:13:30,171,,,,,,,,,
,00:13:31,172,,,,,,,,,
,00:13:32,171,,,,,,,,,
,00:13:33,171,,,,,,,,,
,00:13:34,171,,,,,,,,,
,00:13:35,171,,,,,,,,,
,00:13:36,171,,,,,,,,,
,00:13:37,171,,,,,,,,,
,00:13:38,171,,,,,,,,,
,00:13:39,171,,,,,,,,,
,00:13:40,171,,,,,,,,,
,00:13:41,171,,,,,,,,,
,00:13:42,172,,,,,,,,,
,00:13:43,172,,,,,,,,,
,00:13:44,172,,,,,,,,,
,00:13:45,171,,,,,,,,,
,00:13:46,171,,,,,,,,,
,00:13:47,171,,,,,,,,,
,00:13:48,171,,,,,,,,,
,00:13:49,170,,,,,,,,,
,00:13:50,170,,,,,,,,,
,00:13:51,170,,,,,,,,,
,00:13:52,169,,,,,,,,,
,00:13:53,169,,,,,,,,,
,00:13:54,169,,,,,,,,,
,00:13:55,169,,,,,,,,,
,00:13:56,169,,,,,,,,,
,00:13:57,169,,,,,,,,,
,00:13:58,169,,,,,,,,,
,00:13:59,169,,,,,,,,,
,00:14:00,170,,,,,,,,,
,00:14:01,170,,,,,,,,,
,00:14:02,170,,,,,,,,,
,00:14:03,170,,,,,,,,,
,00:14:04,170,,,,,,,,,
,00:14:05,170,,,,,,,,,
,00:14:06,170,,,,,,,,,
,00:14:07,171,,,,,,,,,
,00:14:08,171,,,,,,,,,
,00:14:09,171,,,,,,,,,
,00:14:10,170,,,,,,,,,
,00:14:11,170,,,,,,,,,
,00:14:12,170,,,,,,,,,
,00:14:13,170,,,,,,,,,
,00:14:14,170,,,,,,,,,
,00:14:15,170,,,,,,,,,
,00:14:16,169,,,,,,,,,
,00:14:17,169,,,,,,,,,
,00:14:18,170,,,,,,,,,
,00:14:19,170,,,,,,,,,
,00:14:20,170,,,,,,,,,
,00:14:21,170,,,,,,,,,
,00:14:22,170,,,,,,,,,
,00:14:23,170,,,,,,,,,
,00:14:24,170,,,,,,,,,
,00:14:25,170,,,,,,,,,
,00:14:26,170,,,,,,,,,
,00:14:27,170,,,,,,,,,
,00:14:28,170,,,,,,,,,
,00:14:29,170,,,,,,,,,
,00:14:30,170,,,,,,,,,
,00:14:31,171,,,,,,,,,
,00:14:32,170,,,,,,,,,
,00:14:33,170,,,,,,,,,
,00:14:34,170,,,,,,,,,
,00:14:35,170,,,,,,,,,
,00:14:36,170,,,,,,,,,
,00:14:37,170,,,,,,,,,
,00:14:38,171,,,,,,,,,
,00:14:39,171,,,,,,,,,
,00:14:40,171,,,,,,,,,
,00:14:41,171,,,,,,,,,
,00:14:42,171,,,,,,,,,
,00:14:43,172,,,,,,,,,
,00:14:44,171,,,,,,,,,
,00:14:45,172,,,,,,,,,
,00:14:46,172,,,,,,,,,
,00:14:47,172,,,,,,,,,
,00:14:48,172,,,,,,,,,
,00:14:49,173,,,,,,,,,
,00:14:50,172,,,,,,,,,
,00:14:51,172,,,,,,,,,
,00:14:52,172,,,,,,,,,
,00:14:53,172,,,,,,,,,
,00:14:54,172,,,,,,,,,
,00:14:55,172,,,,,,,,,
,00:14:56,172,,,,,,,,,
,00:14:57,172,,,,,,,,,
,00:14:58,172,,,,,,,,,
,00:14:59,172,,,,,,,,,
,00:15:00,172,,,,,,,,,
,00:15:01,172,,,,,,,,,
,00:15:02,173,,,,,,,,,
,00:15:03,172,,,,,,,,,
,00:15:04,173,,,,,,,,,
,00:15:05,172,,,,,,,,,
,00:15:06,173,,,,,,,,,
,00:15:07,173,,,,,,,,,
,00:15:08,173,,,,,,,,,
,00:15:09,173,,,,,,,,,
,00:15:10,173,,,,,,,,,
,00:15:11,173,,,,,,,,,
,00:15:12,173,,,,,,,,,
,00:15:13,173,,,,,,,,,
,00:15:14,173,,,,,,,,,
,00:15:15,173,,,,,,,,,
,00:15:16,173,,,,,,,,,
,00:15:17,173,,,,,,,,,
,00:15:18,173,,,,,,,,,
,00:15:19,174,,,,,,,,,
,00:15:20,174,,,,,,,,,
,00:15:21,174,,,,,,,,,
,00:15:22,174,,,,,,,,,
,00:15:23,173,,,,,,,,,
,00:15:24,174,,,,,,,,,
,00:15:25,174,,,,,,,,,
,00:15:26,174,,,,,,,,,
,00:15:27,174,,,,,,,,,
,00:15:28,173,,,,,,,,,
,00:15:29,174,,,,,,,,,
,00:15:30,174,,,,,,,,,
,00:15:31,174,,,,,,,,,
,00:15:32,174,,,,,,,,,
,00:15:33,174,,,,,,,,,
,00:15:34,174,,,,,,,,,
,00:15:35,174,,,,,,,,,
,00:15:36,174,,,,,,,,,
,00:15:37,174,,,,,,,,,
,00:15:38,174,,,,,,,,,
,00:15:39,174,,,,,,,,,
,00:15:40,174,,,,,,,,,
,00:15:41,174,,,,,,,,,
,00:15:42,174,,,,,,,,,
,00:15:43,174,,,,,,,,,
,00:15:44,174,,,,,,,,,
,00:15:45,174,,,,,,,,,
,00:15:46,173,,,,,,,,,
,00:15:47,174,,,,,,,,,
,00:15:48,173,,,,,,,,,
,00:15:49,173,,,,,,,,,
,00:15:50,173,,,,,,,,,
,00:15:51,173,,,,,,,,,
,00:15:52,173,,,,,,,,,
,00:15:53,173,,,,,,,,,
,00:15:54,172,,,,,,,,,
,00:15:55,172,,,,,,,,,
,00:15:56,172,,,,,,,,,
,00:15:57,172,,,,,,,,,
,00:15:58,172,,,,,,,,,
,00:15:59,172,,,,,,,,,
,00:16:00,173,,,,,,,,,
,00:16:01,173,,,,,,,,,
,00:16:02,173,,,,,,,,,
,00:16:03,173,,,,,,,,,
,00:16:04,173,,,,,,,,,
,00:16:05,173,,,,,,,,,
,00:16:06,173,,,,,,,,,
,00:16:07,174,,,,,,,,,
,00:16:08,174,,,,,,,,,
,00:16:09,174,,,,,,,,,
,00:16:10,174,,,,,,,,,
,00:16:11,174,,,,,,,,,
,00:16:12,174,,,,,,,,,
,00:16:13,174,,,,,,,,,
,00:16:14,174,,,,,,,,,
,00:16:15,174,,,,,,,,,
,00:16:16,174,,,,,,,,,
,00:16:17,174,,,,,,,,,
,00:16:18,174,,,,,,,,,
,00:16:19,174,,,,,,,,,
,00:16:20,174,,,,,,,,,
,00:16:21,174,,,,,,,,,
,00:16:22,174,,,,,,,,,
,00:16:23,173,,,,,,,,,
,00:16:24,174,,,,,,,,,
,00:16:25,173,,,,,,,,,
,00:16:26,173,,,,,,,,,
,00:16:27,173,,,,,,,,,
,00:16:28,173,,,,,,,,,
,00:16:29,174,,,,,,,,,
,00:16:30,173,,,,,,,,,
,00:16:31,173,,,,,,,,,
,00:16:32,173,,,,,,,,,
,00:16:33,173,,,,,,,,,
,00:16:34,173,,,,,,,,,
,00:16:35,174,,,,,,,,,
,00:16:36,174,,,,,,,,,
,00:16:37,174,,,,,,,,,
,00:16:38,174,,,,,,,,,
,00:16:39,174,,,,,,,,,
,00:16:40,173,,,,,,,,,
,00:16:41,173,,,,,,,,,
,00:16:42,173,,,,,,,,,
,00:16:43,173,,,,,,,,,
,00:16:44,173,,,,,,,,,
,00:16:45,173,,,,,,,,,
,00:16:46,174,,,,,,,,,
,00:16:47,173,,,,,,,,,
,00:16:48,173,,,,,,,,,
,00:16:49,173,,,,,,,,,
,00:16:50,174,,,,,,,,,
,00:16:51,174,,,,,,,,,
,00:16:52,174,,,,,,,,,
,00:16:53,173,,,,,,,,,
,00:16:54,173,,,,,,,,,
,00:16:55,173,,,,,,,,,
,00:16:56,173,,,,,,,,,
,00:16:57,173,,,,,,,,,
,00:16:58,173,,,,,,,,,
,00:16:59,173,,,,,,,,,
,00:17:00,173,,,,,,,,,
,00:17:01,174,,,,,,,,,
,00:17:02,174,,,,,,,,,
,00:17:03,174,,,,,,,,,
,00:17:04,174,,,,,,,,,
,00:17:05,174,,,,,,,,,
,00:17:06,174,,,,,,,,,
,00:17:07,174,,,,,,,,,
,00:17:08,174,,,,,,,,,
,00:17:09,174,,,,,,,,,
,00:17:10,174,,,,,,,,,
,00:17:11,174,,,,,,,,,
,00:17:12,174,,,,,,,,,
,00:17:13,174,,,,,,,,,
,00:17:14,174,,,,,,,,,
,00:17:15,174,,,,,,,,,
,00:17:16,174,,,,,,,,,
,00:17:17,174,,,,,,,,,
,00:17:18,174,,,,,,,,,
,00:17:19,175,,,,,,,,,
,00:17:20,174,,,,,,,,,
,00:17:21,174,,,,,,,,,
,00:17:22,174,,,,,,,,,
,00:17:23,175,,,,,,,,,
,00:17:24,174,,,,,,,,,
,00:17:25,174,,,,,,,,,
,00:17:26,174,,,,,,,,,
,00:17:27,174,,,,,,,,,
,00:17:28,175,,,,,,,,,
,00:17:29,174,,,,,,,,,
,00:17:30,175,,,,,,,,,
,00:17:31,174,,,,,,,,,
,00:17:32,174,,,,,,,,,
,00:17:33,174,,,,,,,,,
,00:17:34,175,,,,,,,,,
,00:17:35,174,,,,,,,,,
,00:17:36,174,,,,,,,,,
,00:17:37,175,,,,,,,,,
,00:17:38,175,,,,,,,,,
,00:17:39,174,,,,,,,,,
,00:17:40,175,,,,,,,,,
,00:17:41,175,,,,,,,,,
,00:17:42,174,,,,,,,,,
,00:17:43,175,,,,,,,,,
,00:17:44,175,,,,,,,,,
,00:17:45,175,,,,,,,,,
,00:17:46,175,,,,,,,,,
,00:17:47,175,,,,,,,,,
,00:17:48,174,,,,,,,,,
,00:17:49,174,,,,,,,,,
,00:17:50,174,,,,,,,,,
,00:17:51,174,,,,,,,,,
,00:17:52,174,,,,,,,,,
,00:17:53,174,,,,,,,,,
,00:17:54,174,,,,,,,,,
,00:17:55,174,,,,,,,,,
,00:17:56,174,,,,,,,,,
,00:17:57,173,,,,,,,,,
,00:17:58,174,,,,,,,,,
,00:17:59,174,,,,,,,,,
,00:18:00,174,,,,,,,,,
,00:18:01,174,,,,,,,,,
,00:18:02,174,,,,,,,,,
,00:18:03,174,,,,,,,,,
,00:18:04,174,,,,,,,,,
,00:18:05,174,,,,,,,,,
,00:18:06,174,,,,,,,,,
,00:18:07,174,,,,,,,,,
,00:18:08,174,,,,,,,,,
,00:18:09,174,,,,,,,,,
,00:18:10,174,,,,,,,,,
,00:18:11,174,,,,,,,,,
,00:18:12,174,,,,,,,,,
,00:18:13,174,,,,,,,,,
,00:18:14,174,,,,,,,,,
,00:18:15,174,,,,,,,,,
,00:18:16,174,,,,,,,,,
,00:18:17,174,,,,,,,,,
,00:18:18,174,,,,,,,,,
,00:18:19,174,,,,,,,,,
,00:18:20,174,,,,,,,,,
,00:18:21,174,,,,,,,,,
,00:18:22,174,,,,,,,,,
,00:18:23,174,,,,,,,,,
,00:18:24,174,,,,,,,,,
,00:18:25,174,,,,,,,,,
,00:18:26,174,,,,,,,,,
,00:18:27,174,,,,,,,,,
,00:18:28,174,,,,,,,,,
,00:18:29,174,,,,,,,,,
,00:18:30,174,,,,,,,,,
,00:18:31,174,,,,,,,,,
,00:18:32,174,,,,,,,,,
,00:18:33,174,,,,,,,,,
,00:18:34,174,,,,,,,,,
,00:18:35,174,,,,,,,,,
,00:18:36,174,,,,,,,,,
,00:18:37,175,,,,,,,,,
,00:18:38,174,,,,,,,,,
,00:18:39,174,,,,,,,,,
,00:18:40,174,,,,,,,,,
,00:18:41,174,,,,,,,,,
,00:18:42,174,,,,,,,,,
,00:18:43,175,,,,,,,,,
,00:18:44,175,,,,,,,,,
,00:18:45,175,,,,,,,,,
,00:18:46,174,,,,,,,,,
,00:18:47,175,,,,,,,,,
,00:18:48,174,,,,,,,,,
,00:18:49,175,,,,,,,,,
,00:18:50,174,,,,,,,,,
,00:18:51,174,,,,,,,,,
,00:18:52,174,,,,,,,,,
,00:18:53,175,,,,,,,,,
,00:18:54,174,,,,,,,,,
,00:18:55,175,,,,,,,,,
,00:18:56,175,,,,,,,,,
,00:18:57,175,,,,,,,,,
,00:18:58,175,,,,,,,,,
,00:18:59,174,,,,,,,,,
,00:19:00,175,,,,,,,,,
,00:19:01,174,,,,,,,,,
,00:19:02,175,,,,,,,,,
,00:19:03,174,,,,,,,,,
,00:19:04,174,,,,,,,,,
,00:19:05,174,,,,,,,,,
,00:19:06,175,,,,,,,,,
,00:19:07,174,,,,,,,,,
,00:19:08,174,,,,,,,,,
,00:19:09,175,,,,,,,,,
,00:19:10,175,,,,,,,,,
,00:19:11,175,,,,,,,,,
,00:19:12,175,,,,,,,,,
,00:19:13,175,,,,,,,,,
,00:19:14,175,,,,,,,,,
,00:19:15,175,,,,,,,,,
,00:19:16,175,,,,,,,,,
,00:19:17,175,,,,,,,,,
,00:19:18,175,,,,,,,,,
,00:19:19,175,,,,,,,,,
,00:19:20,175,,,,,,,,,
,00:19:21,176,,,,,,,,,
,00:19:22,176,,,,,,,,,
,00:19:23,176,,,,,,,,,
,00:19:24,176,,,,,,,,,
,00:19:25,176,,,,,,,,,
,00:19:26,175,,,,,,,,,
,00:19:27,176,,,,,,,,,
,00:19:28,175,,,,,,,,,
,00:19:29,175,,,,,,,,,
,00:19:30,175,,,,,,,,,
,00:19:31,175,,,,,,,,,
,00:19:32,175,,,,,,,,,
,00:19:33,175,,,,,,,,,
,00:19:34,175,,,,,,,,,
,00:19:35,175,,,,,,,,,
,00:19:36,175,,,,,,,,,
,00:19:37,175,,,,,,,,,
,00:19:38,175,,,,,,,,,
,00:19:39,175,,,,,,,,,
,00:19:40,175,,,,,,,,,
,00:19:41,175,,,,,,,,,
,00:19:42,175,,,,,,,,,
,00:19:43,175,,,,,,,,,
,00:19:44,175,,,,,,,,,
,00:19:45,175,,,,,,,,,
,00:19:46,175,,,,,,,,,
,00:19:47,175,,,,,,,,,
,00:19:48,175,,,,,,,,,
,00:19:49,175,,,,,,,,,
,00:19:50,175,,,,,,,,,
,00:19:51,175,,,,,,,,,
,00:19:52,175,,,,,,,,,
,00:19:53,176,,,,,,,,,
,00:19:54,176,,,,,,,,,
,00:19:55,176,,,,,,,,,
,00:19:56,176,,,,,,,,,
,00:19:57,175,,,,,,,,,
,00:19:58,175,,,,,,,,,
,00:19:59,175,,,,,,,,,
,00:20:00,176,,,,,,,,,
,00:20:01,176,,,,,,,,,
,00:20:02,176,,,,,,,,,
,00:20:03,176,,,,,,,,,
,00:20:04,176,,,,,,,,,
,00:20:05,176,,,,,,,,,
,00:20:06,176,,,,,,,,,
,00:20:07,176,,,,,,,,,
,00:20:08,176,,,,,,,,,
,00:20:09,176,,,,,,,,,
,00:20:10,176,,,,,,,,,
,00:20:11,175,,,,,,,,,
,00:20:12,176,,,,,,,,,
,00:20:13,175,,,,,,,,,
,00:20:14,175,,,,,,,,,
,00:20:15,175,,,,,,,,,
,00:20:16,175,,,,,,,,,
,00:20:17,175,,,,,,,,,
,00:20:18,175,,,,,,,,,
,00:20:19,175,,,,,,,,,
,00:20:20,175,,,,,,,,,
,00:20:21,175,,,,,,,,,
,00:20:22,175,,,,,,,,,
,00:20:23,175,,,,,,,,,
,00:20:24,176,,,,,,,,,
,00:20:25,176,,,,,,,,,
,00:20:26,176,,,,,,,,,
,00:20:27,176,,,,,,,,,
,00:20:28,176,,,,,,,,,
,00:20:29,176,,,,,,,,,
,00:20:30,176,,,,,,,,,
,00:20:31,176,,,,,,,,,
,00:20:32,177,,,,,,,,,
,00:20:33,176,,,,,,,,,
,00:20:34,177,,,,,,,,,
,00:20:35,177,,,,,,,,,
,00:20:36,177,,,,,,,,,
,00:20:37,177,,,,,,,,,
,00:20:38,177,,,,,,,,,
,00:20:39,177,,,,,,,,,
,00:20:40,177,,,,,,,,,
,00:20:41,177,,,,,,,,,
,00:20:42,177,,,,,,,,,
,00:20:43,177,,,,,,,,,
,00:20:44,177,,,,,,,,,
,00:20:45,177,,,,,,,,,
,00:20:46,176,,,,,,,,,
,00:20:47,176,,,,,,,,,
,00:20:48,175,,,,,,,,,
,00:20:49,174,,,,,,,,,
,00:20:50,174,,,,,,,,,
,00:20:51,172,,,,,,,,,
,00:20:52,171,,,,,,,,,
,00:20:53,170,,,,,,,,,
,00:20:54,169,,,,,,,,,
,00:20:55,168,,,,,,,,,
,00:20:56,168,,,,,,,,,
,00:20:57,167,,,,,,,,,
,00:20:58,166,,,,,,,,,
,00:20:59,165,,,,,,,,,
,00:21:00,164,,,,,,,,,
,00:21:01,164,,,,,,,,,
,00:21:02,163,,,,,,,,,
,00:21:03,162,,,,,,,,,
,00:21:04,161,,,,,,,,,
,00:21:05,160,,,,,,,,,
,00:21:06,160,,,,,,,,,
,00:21:07,159,,,,,,,,,
,00:21:08,159,,,,,,,,,
,00:21:09,158,,,,,,,,,
,00:21:10,159,,,,,,,,,
,00:21:11,158,,,,,,,,,
,00:21:12,158,,,,,,,,,
,00:21:13,158,,,,,,,,,
,00:21:14,159,,,,,,,,,
,00:21:15,159,,,,,,,,,
,00:21:16,159,,,,,,,,,
,00:21:17,158,,,,,,,,,
,00:21:18,158,,,,,,,,,
,00:21:19,157,,,,,,,,,
,00:21:20,157,,,,,,,,,
,00:21:21,155,,,,,,,,,
,00:21:22,155,,,,,,,,,
,00:21:23,154,,,,,,,,,
,00:21:24,154,,,,,,,,,
,00:21:25,153,,,,,,,,,
,00:21:26,152,,,,,,,,,
,00:21:27,151,,,,,,,,,
,00:21:28,151,,,,,,,,,
,00:21:29,150,,,,,,,,,
,00:21:30,150,,,,,,,,,
,00:21:31,150,,,,,,,,,
,00:21:32,150,,,,,,,,,
,00:21:33,150,,,,,,,,,
,00:21:34,149,,,,,,,,,
,00:21:35,147,,,,,,,,,
,00:21:36,146,,,,,,,,,
,00:21:37,145,,,,,,,,,
,00:21:38,144,,,,,,,,,
,00:21:39,144,,,,,,,,,
,00:21:40,144,,,,,,,,,
,00:21:41,145,,,,,,,,,
,00:21:42,144,,,,,,,,,
,00:21:43,143,,,,,,,,,
,00:21:44,142,,,,,,,,,
,00:21:45,142,,,,,,,,,
,00:21:46,141,,,,,,,,,
,00:21:47,141,,,,,,,,,
,00:21:48,140,,,,,,,,,
,00:21:49,140,,,,,,,,,
,00:21:50,139,,,,,,,,,
,00:21:51,139,,,,,,,,,
,00:21:52,139,,,,,,,,,
,00:21:53,140,,,,,,,,,
,00:21:54,140,,,,,,,,,
,00:21:55,139,,,,,,,,,
,00:21:56,138,,,,,,,,,
,00:21:57,138,,,,,,,,,
,00:21:58,137,,,,,,,,,
,00:21:59,136,,,,,,,,,
,00:22:00,135,,,,,,,,,
,00:22:01,136,,,,,,,,,
,00:22:02,136,,,,,,,,,
,00:22:03,136,,,,,,,,,
,00:22:04,136,,,,,,,,,
,00:22:05,136,,,,,,,,,
,00:22:06,136,,,,,,,,,
,00:22:07,136,,,,,,,,,
,00:22:08,136,,,,,,,,,
,00:22:09,136,,,,,,,,,
,00:22:10,136,,,,,,,,,
,00:22:11,135,,,,,,,,,
,00:22:12,135,,,,,,,,,
,00:22:13,134,,,,,,,,,
,00:22:14,134,,,,,,,,,
,00:22:15,134,,,,,,,,,
,00:22:16,133,,,,,,,,,
,00:22:17,133,,,,,,,,,
,00:22:18,132,,,,,,,,,
,00:22:19,132,,,,,,,,,
,00:22:20,133,,,,,,,,,
,00:22:21,133,,,,,,,,,
,00:22:22,133,,,,,,,,,
,00:22:23,134,,,,,,,,,
,00:22:24,134,,,,,,,,,
,00:22:25,135,,,,,,,,,
,00:22:26,136,,,,,,,,,
,00:22:27,136,,,,,,,,,
,00:22:28,136,,,,,,,,,
,00:22:29,135,,,,,,,,,
,00:22:30,134,,,,,,,,,
,00:22:31,133,,,,,,,,,
,00:22:32,133,,,,,,,,,
,00:22:33,133,,,,,,,,,
,00:22:34,132,,,,,,,,,
,00:22:35,132,,,,,,,,,
,00:22:36,131,,,,,,,,,
,00:22:37,131,,,,,,,,,
,00:22:38,131,,,,,,,,,
,00:22:39,131,,,,,,,,,
,00:22:40,131,,,,,,,,,
,00:22:41,130,,,,,,,,,
,00:22:42,130,,,,,,,,,
,00:22:43,130,,,,,,,,,
,00:22:44,130,,,,,,,,,
,00:22:45,130,,,,,,,,,
,00:22:46,130,,,,,,,,,
,00:22:47,129,,,,,,,,,
,00:22:48,128,,,,,,,,,
,00:22:49,128,,,,,,,,,
,00:22:50,128,,,,,,,,,
,00:22:51,127,,,,,,,,,
,00:22:52,127,,,,,,,,,
,00:22:53,127,,,,,,,,,
,00:22:54,126,,,,,,,,,
,00:22:55,127,,,,,,,,,
,00:22:56,127,,,,,,,,,
,00:22:57,127,,,,,,,,,
,00:22:58,127,,,,,,,,,
,00:22:59,126,,,,,,,,,
,00:23:00,125,,,,,,,,,
,00:23:01,124,,,,,,,,,
,00:23:02,123,,,,,,,,,
,00:23:03,122,,,,,,,,,
,00:23:04,123,,,,,,,,,
,00:23:05,123,,,,,,,,,
,00:23:06,123,,,,,,,,,
,00:23:07,123,,,,,,,,,
,00:23:08,123,,,,,,,,,
,00:23:09,123,,,,,,,,,
,00:23:10,123,,,,,,,,,
,00:23:11,123,,,,,,,,,
,00:23:12,122,,,,,,,,,
,00:23:13,122,,,,,,,,,
,00:23:14,121,,,,,,,,,
,00:23:15,121,,,,,,,,,
,00:23:16,121,,,,,,,,,
,00:23:17,122,,,,,,,,,
,00:23:18,122,,,,,,,,,
,00:23:19,122,,,,,,,,,
,00:23:20,122,,,,,,,,,
,00:23:21,121,,,,,,,,,
,00:23:22,120,,,,,,,,,
,00:23:23,119,,,,,,,,,
,00:23:24,119,,,,,,,,,
,00:23:25,119,,,,,,,,,
,00:23:26,119,,,,,,,,,
,00:23:27,119,,,,,,,,,
,00:23:28,119,,,,,,,,,
,00:23:29,119,,,,,,,,,
,00:23:30,119,,,,,,,,,
,00:23:31,120,,,,,,,,,
,00:23:32,121,,,,,,,,,
,00:23:33,122,,,,,,,,,
,00:23:34,122,,,,,,,,,
,00:23:35,122,,,,,,,,,
,00:23:36,122,,,,,,,,,
,00:23:37,121,,,,,,,,,
,00:23:38,120,,,,,,,,,
,00:23:39,119,,,,,,,,,
,00:23:40,118,,,,,,,,,
,00:23:41,119,,,,,,,,,
,00:23:42,119,,,,,,,,,
,00:23:43,119,,,,,,,,,
,00:23:44,119,,,,,,,,,
,00:23:45,118,,,,,,,,,
,00:23:46,117,,,,,,,,,
,00:23:47,116,,,,,,,,,
,00:23:48,116,,,,,,,,,
,00:23:49,116,,,,,,,,,
,00:23:50,116,,,,,,,,,
,00:23:51,116,,,,,,,,,
,00:23:52,116,,,,,,,,,
,00:23:53,116,,,,,,,,,
,00:23:54,116,,,,,,,,,
,00:23:55,117,,,,,,,,,
,00:23:56,117,,,,,,,,,
,00:23:57,118,,,,,,,,,
,00:23:58,118,,,,,,,,,
,00:23:59,118,,,,,,,,,
,00:24:00,118,,,,,,,,,
,00:24:01,118,,,,,,,,,
,00:24:02,118,,,,,,,,,
,00:24:03,118,,,,,,,,,
,00:24:04,118,,,,,,,,,
,00:24:05,118,,,,,,,,,
,00:24:06,118,,,,,,,,,
,00:24:07,118,,,,,,,,,
,00:24:08,118,,,,,,,,,
,00:24:09,118,,,,,,,,,
,00:24:10,117,,,,,,,,,
,00:24:11,117,,,,,,,,,
,00:24:12,117,,,,,,,,,
,00:24:13,118,,,,,,,,,
,00:24:14,119,,,,,,,,,
,00:24:15,119,,,,,,,,,
,00:24:16,119,,,,,,,,,
,00:24:17,118,,,,,,,,,
,00:24:18,118,,,,,,,,,
,00:24:19,117,,,,,,,,,
,00:24:20,117,,,,,,,,,
,00:24:21,117,,,,,,,,,
,00:24:22,117,,,,,,,,,
,00:24:23,117,,,,,,,,,
,00:24:24,117,,,,,,,,,
,00:24:25,117,,,,,,,,,
,00:24:26,116,,,,,,,,,
,00:24:27,116,,,,,,,,,
,00:24:28,115,,,,,,,,,
,00:24:29,115,,,,,,,,,
,00:24:30,115,,,,,,,,,
,00:24:31,116,,,,,,,,,
,00:24:32,116,,,,,,,,,
,00:24:33,116,,,,,,,,,
,00:24:34,118,,,,,,,,,
,00:24:35,119,,,,,,,,,
,00:24:36,120,,,,,,,,,
,00:24:37,120,,,,,,,,,
,00:24:38,120,,,,,,,,,
,00:24:39,119,,,,,,,,,
,00:24:40,117,,,,,,,,,
,00:24:41,117,,,,,,,,,
,00:24:42,116,,,,,,,,,
,00:24:43,115,,,,,,,,,
,00:24:44,115,,,,,,,,,
,00:24:45,115,,,,,,,,,
,00:24:46,116,,,,,,,,,
,00:24:47,117,,,,,,,,,
,00:24:48,118,,,,,,,,,
,00:24:49,119,,,,,,,,,
,00:24:50,119,,,,,,,,,
,00:24:51,118,,,,,,,,,
,00:24:52,118,,,,,,,,,
,00:24:53,117,,,,,,,,,
,00:24:54,117,,,,,,,,,
,00:24:55,117,,,,,,,,,
,00:24:56,116,,,,,,,,,
,00:24:57,116,,,,,,,,,
