Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov  ,BOOTCAMP,07-12-2025,19:31:43,0:09:20,0.00,114,,,,,69,,,,,,,,,,"200 push ups 
10 rounds of 20

time 6:13 min",None,None,132,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:01,,,,,,,,,,
,00:00:02,85,,,,,,,,,
,00:00:03,84,,,,,,,,,
,00:00:04,83,,,,,,,,,
,00:00:05,82,,,,,,,,,
,00:00:06,82,,,,,,,,,
,00:00:07,82,,,,,,,,,
,00:00:08,82,,,,,,,,,
,00:00:09,83,,,,,,,,,
,00:00:10,84,,,,,,,,,
,00:00:11,85,,,,,,,,,
,00:00:12,86,,,,,,,,,
,00:00:13,86,,,,,,,,,
,00:00:14,85,,,,,,,,,
,00:00:15,83,,,,,,,,,
,00:00:16,82,,,,,,,,,
,00:00:17,80,,,,,,,,,
,00:00:18,79,,,,,,,,,
,00:00:19,79,,,,,,,,,
,00:00:20,79,,,,,,,,,
,00:00:21,80,,,,,,,,,
,00:00:22,81,,,,,,,,,
,00:00:23,82,,,,,,,,,
,00:00:24,83,,,,,,,,,
,00:00:25,83,,,,,,,,,
,00:00:26,83,,,,,,,,,
,00:00:27,83,,,,,,,,,
,00:00:28,83,,,,,,,,,
,00:00:29,84,,,,,,,,,
,00:00:30,84,,,,,,,,,
,00:00:31,85,,,,,,,,,
,00:00:32,87,,,,,,,,,
,00:00:33,89,,,,,,,,,
,00:00:34,91,,,,,,,,,
,00:00:35,92,,,,,,,,,
,00:00:36,93,,,,,,,,,
,00:00:37,93,,,,,,,,,
,00:00:38,93,,,,,,,,,
,00:00:39,93,,,,,,,,,
,00:00:40,93,,,,,,,,,
,00:00:41,93,,,,,,,,,
,00:00:42,93,,,,,,,,,
,00:00:43,93,,,,,,,,,
,00:00:44,95,,,,,,,,,
,00:00:45,100,,,,,,,,,
,00:00:46,104,,,,,,,,,
,00:00:47,107,,,,,,,,,
,00:00:48,108,,,,,,,,,
,00:00:49,110,,,,,,,,,
,00:00:50,111,,,,,,,,,
,00:00:51,112,,,,,,,,,
,00:00:52,112,,,,,,,,,
,00:00:53,112,,,,,,,,,
,00:00:54,112,,,,,,,,,
,00:00:55,112,,,,,,,,,
,00:00:56,112,,,,,,,,,
,00:00:57,111,,,,,,,,,
,00:00:58,111,,,,,,,,,
,00:00:59,110,,,,,,,,,
,00:01:00,110,,,,,,,,,
,00:01:01,110,,,,,,,,,
,00:01:02,110,,,,,,,,,
,00:01:03,110,,,,,,,,,
,00:01:04,110,,,,,,,,,
,00:01:05,110,,,,,,,,,
,00:01:06,105,,,,,,,,,
,00:01:07,105,,,,,,,,,
,00:01:08,105,,,,,,,,,
,00:01:09,104,,,,,,,,,
,00:01:10,104,,,,,,,,,
,00:01:11,103,,,,,,,,,
,00:01:12,102,,,,,,,,,
,00:01:13,100,,,,,,,,,
,00:01:14,99,,,,,,,,,
,00:01:15,98,,,,,,,,,
,00:01:16,98,,,,,,,,,
,00:01:17,98,,,,,,,,,
,00:01:18,98,,,,,,,,,
,00:01:19,106,,,,,,,,,
,00:01:20,106,,,,,,,,,
,00:01:21,106,,,,,,,,,
,00:01:22,106,,,,,,,,,
,00:01:23,108,,,,,,,,,
,00:01:24,112,,,,,,,,,
,00:01:25,115,,,,,,,,,
,00:01:26,116,,,,,,,,,
,00:01:27,116,,,,,,,,,
