Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov  ,BOOTCAMP,07-12-2025,11:45:52,0:09:23,0.00,121,,,,,79,,,,,,,,,,"200 push ups 
10 rounds of 20

time: 6:03 min",None,None,141,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:01,93,,,,,,,,,
,00:00:02,93,,,,,,,,,
,00:00:03,94,,,,,,,,,
,00:00:04,95,,,,,,,,,
,00:00:05,96,,,,,,,,,
,00:00:06,97,,,,,,,,,
,00:00:07,99,,,,,,,,,
,00:00:08,99,,,,,,,,,
,00:00:09,100,,,,,,,,,
,00:00:10,100,,,,,,,,,
,00:00:11,100,,,,,,,,,
,00:00:12,100,,,,,,,,,
,00:00:13,100,,,,,,,,,
,00:00:14,99,,,,,,,,,
,00:00:15,97,,,,,,,,,
,00:00:16,97,,,,,,,,,
,00:00:17,96,,,,,,,,,
,00:00:18,96,,,,,,,,,
,00:00:19,96,,,,,,,,,
,00:00:20,97,,,,,,,,,
,00:00:21,99,,,,,,,,,
,00:00:22,100,,,,,,,,,
,00:00:23,101,,,,,,,,,
,00:00:24,100,,,,,,,,,
,00:00:25,100,,,,,,,,,
,00:00:26,100,,,,,,,,,
,00:00:27,100,,,,,,,,,
,00:00:28,102,,,,,,,,,
,00:00:29,103,,,,,,,,,
,00:00:30,104,,,,,,,,,
,00:00:31,105,,,,,,,,,
,00:00:32,105,,,,,,,,,
,00:00:33,104,,,,,,,,,
,00:00:34,103,,,,,,,,,
,00:00:35,102,,,,,,,,,
,00:00:36,102,,,,,,,,,
,00:00:37,103,,,,,,,,,
,00:00:38,103,,,,,,,,,
,00:00:39,105,,,,,,,,,
,00:00:40,105,,,,,,,,,
,00:00:41,107,,,,,,,,,
,00:00:42,108,,,,,,,,,
,00:00:43,108,,,,,,,,,
,00:00:44,109,,,,,,,,,
,00:00:45,111,,,,,,,,,
,00:00:46,112,,,,,,,,,
,00:00:47,113,,,,,,,,,
,00:00:48,114,,,,,,,,,
,00:00:49,115,,,,,,,,,
,00:00:50,115,,,,,,,,,
,00:00:51,115,,,,,,,,,
,00:00:52,115,,,,,,,,,
,00:00:53,116,,,,,,,,,
,00:00:54,117,,,,,,,,,
,00:00:55,118,,,,,,,,,
,00:00:56,119,,,,,,,,,
,00:00:57,120,,,,,,,,,
,00:00:58,120,,,,,,,,,
,00:00:59,119,,,,,,,,,
,00:01:00,119,,,,,,,,,
,00:01:01,119,,,,,,,,,
,00:01:02,119,,,,,,,,,
,00:01:03,118,,,,,,,,,
,00:01:04,118,,,,,,,,,
,00:01:05,117,,,,,,,,,
,00:01:06,116,,,,,,,,,
,00:01:07,115,,,,,,,,,
,00:01:08,114,,,,,,,,,
,00:01:09,114,,,,,,,,,
,00:01:10,114,,,,,,,,,
,00:01:11,114,,,,,,,,,
,00:01:12,115,,,,,,,,,
,00:01:13,115,,,,,,,,,
,00:01:14,115,,,,,,,,,
,00:01:15,115,,,,,,,,,
,00:01:16,115,,,,,,,,,
,00:01:17,115,,,,,,,,,
,00:01:18,116,,,,,,,,,
,00:01:19,116,,,,,,,,,
,00:01:20,116,,,,,,,,,
,00:01:21,116,,,,,,,,,
,00:01:22,116,,,,,,,,,
,00:01:23,116,,,,,,,,,
,00:01:24,116,,,,,,,,,
,00:01:25,116,,,,,,,,,
,00:01:26,116,,,,,,,,,
,00:01:27,115,,,,,,,,,
,00:01:28,114,,,,,,,,,
,00:01:29,114,,,,,,,,,
,00:01:30,114,,,,,,,,,
,00:01:31,114,,,,,,,,,
,00:01:32,114,,,,,,,,,
,00:01:33,113,,,,,,,,,
,00:01:34,113,,,,,,,,,
,00:01:35,111,,,,,,,,,
,00:01:36,110,,,,,,,,,
,00:01:37,109,,,,,,,,,
,00:01:38,108,,,,,,,,,
,00:01:39,109,,,,,,,,,
,00:01:40,109,,,,,,,,,
,00:01:41,109,,,,,,,,,
,00:01:42,108,,,,,,,,,
,00:01:43,106,,,,,,,,,
,00:01:44,103,,,,,,,,,
,00:01:45,102,,,,,,,,,
,00:01:46,101,,,,,,,,,
,00:01:47,100,,,,,,,,,
,00:01:48,100,,,,,,,,,
,00:01:49,100,,,,,,,,,
,00:01:50,100,,,,,,,,,
,00:01:51,101,,,,,,,,,
,00:01:52,102,,,,,,,,,
,00:01:53,104,,,,,,,,,
,00:01:54,105,,,,,,,,,
,00:01:55,105,,,,,,,,,
,00:01:56,105,,,,,,,,,
,00:01:57,105,,,,,,,,,
,00:01:58,105,,,,,,,,,
,00:01:59,104,,,,,,,,,
,00:02:00,106,,,,,,,,,
,00:02:01,106,,,,,,,,,
,00:02:02,108,,,,,,,,,
,00:02:03,110,,,,,,,,,
,00:02:04,112,,,,,,,,,
,00:02:05,113,,,,,,,,,
,00:02:06,115,,,,,,,,,
,00:02:07,117,,,,,,,,,
,00:02:08,119,,,,,,,,,
,00:02:09,119,,,,,,,,,
,00:02:10,121,,,,,,,,,
,00:02:11,122,,,,,,,,,
,00:02:12,122,,,,,,,,,
,00:02:13,123,,,,,,,,,
,00:02:14,123,,,,,,,,,
,00:02:15,123,,,,,,,,,
,00:02:16,123,,,,,,,,,
,00:02:17,122,,,,,,,,,
,00:02:18,121,,,,,,,,,
,00:02:19,118,,,,,,,,,
,00:02:20,117,,,,,,,,,
,00:02:21,113,,,,,,,,,
,00:02:22,109,,,,,,,,,
,00:02:23,108,,,,,,,,,
,00:02:24,105,,,,,,,,,
,00:02:25,104,,,,,,,,,
,00:02:26,104,,,,,,,,,
,00:02:27,104,,,,,,,,,
,00:02:28,104,,,,,,,,,
,00:02:29,104,,,,,,,,,
,00:02:30,104,,,,,,,,,
,00:02:31,105,,,,,,,,,
,00:02:32,104,,,,,,,,,
,00:02:33,103,,,,,,,,,
,00:02:34,103,,,,,,,,,
,00:02:35,104,,,,,,,,,
,00:02:36,105,,,,,,,,,
,00:02:37,107,,,,,,,,,
,00:02:38,109,,,,,,,,,
,00:02:39,111,,,,,,,,,
,00:02:40,112,,,,,,,,,
,00:02:41,114,,,,,,,,,
,00:02:42,115,,,,,,,,,
,00:02:43,116,,,,,,,,,
,00:02:44,117,,,,,,,,,
,00:02:45,119,,,,,,,,,
,00:02:46,120,,,,,,,,,
,00:02:47,122,,,,,,,,,
,00:02:48,124,,,,,,,,,
,00:02:49,125,,,,,,,,,
,00:02:50,126,,,,,,,,,
,00:02:51,127,,,,,,,,,
,00:02:52,127,,,,,,,,,
,00:02:53,127,,,,,,,,,
,00:02:54,127,,,,,,,,,
,00:02:55,126,,,,,,,,,
,00:02:56,124,,,,,,,,,
,00:02:57,122,,,,,,,,,
,00:02:58,121,,,,,,,,,
,00:02:59,119,,,,,,,,,
,00:03:00,118,,,,,,,,,
,00:03:01,117,,,,,,,,,
,00:03:02,116,,,,,,,,,
,00:03:03,116,,,,,,,,,
,00:03:04,116,,,,,,,,,
,00:03:05,117,,,,,,,,,
,00:03:06,118,,,,,,,,,
,00:03:07,119,,,,,,,,,
,00:03:08,118,,,,,,,,,
,00:03:09,115,,,,,,,,,
,00:03:10,113,,,,,,,,,
